Kinase,Z,method,AvgZ
P38,0.35,710418301>0.4,1.125
PIM,0.35,710418301>0.4,-0.48499999999999993
STE7,0.35,710418301>0.4,-0.6966666666666667
PAKB,-0.34,710418301>0.4,0.48416666666666663
TLK,-0.33,710418301>0.4,-0.485
NUAK,-0.33,710418301>0.4,-0.48833333333333334
JNK,-0.33,710418301>0.4,0.7333333333333333
HAL,-0.32,710418301>0.4,-0.49083333333333334
PKN,-0.32,710418301>0.4,1.6891666666666667
RAD53,0.32,710418301>0.4,0.4633333333333333
TTK,-0.31,710418301>0.4,-0.49166666666666664
NAK,-0.31,710418301>0.4,-0.48416666666666663
PKCH,0.26,710418301>0.4,1.3383333333333334
TAO,-0.26,710418301>0.4,-0.3466666666666667
BUD32,-0.24,710418301>0.4,-0.34833333333333333
KHS,-0.24,710418301>0.4,-0.3466666666666667
SLK,-0.23,710418301>0.4,-0.3491666666666667
NIK,-0.23,710418301>0.4,-0.34
MOS,-0.23,710418301>0.4,-0.34
PASK,-0.22,710418301>0.4,-0.34
CAMKK,-0.22,710418301>0.4,-0.3441666666666667
WNK,-0.22,710418301>0.4,1.9858333333333333
CLK,-0.21,710418301>0.4,-0.3383333333333333
ULK,-0.21,710418301>0.4,-0.3441666666666667
RAF,-0.2,710418301>0.4,-0.5308333333333334
CAMK2,0.19,710418301>0.4,-0.7875
AMPK,-0.18,710418301>0.4,-0.7691666666666667
MLK,0.13,710418301>0.4,-0.965
NEK,-0.06,710418301>0.4,-0.33416666666666667
PKCA,-0.03,710418301>0.4,0.20666666666666664
CDK,0.03,710418301>0.4,0.365
FRAY,-0,710418301>0.4,-0.21833333333333335
PAKB,2.8,710418302>0.15,0.48416666666666663
PKCH,2.43,710418302>0.15,1.3383333333333334
IKK,-2.37,710418302>0.15,-1.5275
DMPK,2.15,710418302>0.15,1.5008333333333332
BRSK,1.99,710418302>0.15,3.2475
CK1,-1.97,710418302>0.15,-1.1341666666666668
WNK,1.92,710418302>0.15,1.9858333333333333
DAPK,1.77,710418302>0.15,1.5108333333333333
RIPK,-1.76,710418302>0.15,-1.1258333333333335
NMO,-1.72,710418302>0.15,-1.1833333333333333
MST,1.69,710418302>0.15,0.6125
DYRK,1.41,710418302>0.15,1.3975
PLK,-1.41,710418302>0.15,-0.7558333333333334
STE7,-1.36,710418302>0.15,-0.6966666666666667
RAD53,1.23,710418302>0.15,0.4633333333333333
FRAY,-1.22,710418302>0.15,-0.21833333333333335
PKD,-1.15,710418302>0.15,-0.7058333333333333
VRK1,1.13,710418302>0.15,0.6666666666666667
PDK1,1.09,710418302>0.15,1.4583333333333333
PKN,1.08,710418302>0.15,1.6891666666666667
CHK1,1.05,710418302>0.15,0.48333333333333334
PDHK,-1.03,710418302>0.15,-0.7558333333333334
GRK,-1.03,710418302>0.15,-0.41666666666666663
MSN,-1.01,710418302>0.15,-0.6941666666666667
ATM,-1.01,710418302>0.15,-0.69
ERK,0.99,710418302>0.15,1.2091666666666667
MLK,-0.95,710418302>0.15,-0.965
CAMK2,-0.91,710418302>0.15,-0.7875
BARK2,-0.88,710418302>0.15,-0.6083333333333333
MARK,0.88,710418302>0.15,0.9908333333333333
PKA,0.87,710418302>0.15,0.16083333333333333
QIK,-0.86,710418302>0.15,-1.01
MELK,-0.83,710418302>0.15,0.25249999999999995
P38,0.74,710418302>0.15,1.125
PAKA,0.73,710418302>0.15,-0.08916666666666666
TLK,-0.71,710418302>0.15,-0.485
NUAK,-0.71,710418302>0.15,-0.48833333333333334
AUR,0.7,710418302>0.15,0.09833333333333334
HAL,-0.7,710418302>0.15,-0.49083333333333334
NAK,-0.7,710418302>0.15,-0.48416666666666663
PKG,0.69,710418302>0.15,0.07833333333333331
TTK,-0.69,710418302>0.15,-0.49166666666666664
GSK,-0.63,710418302>0.15,-0.2691666666666667
PKCI,0.61,710418302>0.15,0.2358333333333333
MAPKAPK,0.6,710418302>0.15,0.5891666666666666
PEK,-0.55,710418302>0.15,-0.15750000000000003
CK2,-0.54,710418302>0.15,-0.26833333333333337
MTOR,-0.53,710418302>0.15,-0.6033333333333333
CAMKK,-0.51,710418302>0.15,-0.3441666666666667
ULK,-0.51,710418302>0.15,-0.3441666666666667
CLK,-0.5,710418302>0.15,-0.3383333333333333
SLK,-0.5,710418302>0.15,-0.3491666666666667
TAO,-0.5,710418302>0.15,-0.3466666666666667
MOS,-0.5,710418302>0.15,-0.34
AKT,0.5,710418302>0.15,-0.43833333333333335
NIK,-0.49,710418302>0.15,-0.34
SGK,0.49,710418302>0.15,-0.2833333333333333
BUD32,-0.49,710418302>0.15,-0.34833333333333333
PASK,-0.48,710418302>0.15,-0.34
KHS,-0.48,710418302>0.15,-0.3466666666666667
CDK,-0.38,710418302>0.15,0.365
STKR,-0.37,710418302>0.15,-0.15916666666666668
PIM,0.37,710418302>0.15,-0.48499999999999993
PHK,0.36,710418302>0.15,0.2641666666666667
ATR,0.34,710418302>0.15,-0.6475000000000001
PKCD,0.33,710418302>0.15,-0.36
PRKDC,-0.29,710418302>0.15,-0.6916666666666667
JNK,0.2,710418302>0.15,0.7333333333333333
RSK,-0.18,710418302>0.15,-1.3633333333333333
IRAK,0.18,710418302>0.15,0.28833333333333333
RAF,0.12,710418302>0.15,-0.5308333333333334
AMPK,0.12,710418302>0.15,-0.7691666666666667
LKB,-0.09,710418302>0.15,-0.2933333333333333
NEK,-0.08,710418302>0.15,-0.33416666666666667
CAMK1,-0.05,710418302>0.15,0.07
PKCA,-0.03,710418302>0.15,0.20666666666666664
MLCK,0.03,710418302>0.15,0.75
COT,0.02,710418302>0.15,-0.36333333333333334
STE11,0.01,710418302>0.15,-0.19916666666666666
NDR,0.01,710418302>0.15,-0.3566666666666667
PKCH,2.81,710418302>0.2,1.3383333333333334
WNK,2.26,710418302>0.2,1.9858333333333333
BRSK,2.13,710418302>0.2,3.2475
IKK,-1.91,710418302>0.2,-1.5275
DMPK,1.9,710418302>0.2,1.5008333333333332
DAPK,1.59,710418302>0.2,1.5108333333333333
NMO,-1.56,710418302>0.2,-1.1833333333333333
PLK,-1.54,710418302>0.2,-0.7558333333333334
CK1,-1.53,710418302>0.2,-1.1341666666666668
MLK,-1.42,710418302>0.2,-0.965
STE7,-1.4,710418302>0.2,-0.6966666666666667
MTOR,-1.39,710418302>0.2,-0.6033333333333333
RIPK,-1.34,710418302>0.2,-1.1258333333333335
PDHK,-1.31,710418302>0.2,-0.7558333333333334
PAKB,1.24,710418302>0.2,0.48416666666666663
PKD,-1.21,710418302>0.2,-0.7058333333333333
PKN,1.19,710418302>0.2,1.6891666666666667
QIK,-1.11,710418302>0.2,-1.01
DYRK,1.1,710418302>0.2,1.3975
MELK,-1.06,710418302>0.2,0.25249999999999995
MARK,1.05,710418302>0.2,0.9908333333333333
PKA,1.03,710418302>0.2,0.16083333333333333
FRAY,-0.95,710418302>0.2,-0.21833333333333335
MSN,-0.93,710418302>0.2,-0.6941666666666667
ATM,-0.91,710418302>0.2,-0.69
MST,0.91,710418302>0.2,0.6125
PRKDC,-0.9,710418302>0.2,-0.6916666666666667
GRK,-0.88,710418302>0.2,-0.41666666666666663
P38,0.84,710418302>0.2,1.125
PDK1,0.83,710418302>0.2,1.4583333333333333
BARK2,-0.79,710418302>0.2,-0.6083333333333333
RSK,-0.75,710418302>0.2,-1.3633333333333333
CAMK2,-0.71,710418302>0.2,-0.7875
PKG,0.69,710418302>0.2,0.07833333333333331
ERK,0.68,710418302>0.2,1.2091666666666667
NUAK,-0.67,710418302>0.2,-0.48833333333333334
TTK,-0.66,710418302>0.2,-0.49166666666666664
HAL,-0.66,710418302>0.2,-0.49083333333333334
NAK,-0.65,710418302>0.2,-0.48416666666666663
TLK,-0.63,710418302>0.2,-0.485
PEK,-0.61,710418302>0.2,-0.15750000000000003
MAPKAPK,0.59,710418302>0.2,0.5891666666666666
CHK1,0.51,710418302>0.2,0.48333333333333334
GSK,-0.49,710418302>0.2,-0.2691666666666667
KHS,-0.49,710418302>0.2,-0.3466666666666667
TAO,-0.48,710418302>0.2,-0.3466666666666667
ULK,-0.47,710418302>0.2,-0.3441666666666667
SLK,-0.47,710418302>0.2,-0.3491666666666667
CLK,-0.47,710418302>0.2,-0.3383333333333333
CAMKK,-0.46,710418302>0.2,-0.3441666666666667
NIK,-0.45,710418302>0.2,-0.34
BUD32,-0.45,710418302>0.2,-0.34833333333333333
PASK,-0.45,710418302>0.2,-0.34
MOS,-0.44,710418302>0.2,-0.34
NEK,-0.43,710418302>0.2,-0.33416666666666667
AKT,0.39,710418302>0.2,-0.43833333333333335
CK2,-0.37,710418302>0.2,-0.26833333333333337
IRAK,0.36,710418302>0.2,0.28833333333333333
CDK,-0.35,710418302>0.2,0.365
PKCA,-0.32,710418302>0.2,0.20666666666666664
STKR,-0.25,710418302>0.2,-0.15916666666666668
ATR,-0.25,710418302>0.2,-0.6475000000000001
PIM,-0.24,710418302>0.2,-0.48499999999999993
PKCD,-0.24,710418302>0.2,-0.36
JNK,0.22,710418302>0.2,0.7333333333333333
SGK,0.22,710418302>0.2,-0.2833333333333333
STE11,0.2,710418302>0.2,-0.19916666666666666
MLCK,0.17,710418302>0.2,0.75
NDR,0.16,710418302>0.2,-0.3566666666666667
CAMK1,0.15,710418302>0.2,0.07
RAF,-0.15,710418302>0.2,-0.5308333333333334
AMPK,-0.15,710418302>0.2,-0.7691666666666667
COT,0.14,710418302>0.2,-0.36333333333333334
PHK,-0.08,710418302>0.2,0.2641666666666667
VRK1,0.08,710418302>0.2,0.6666666666666667
RAD53,0.07,710418302>0.2,0.4633333333333333
PAKA,0.07,710418302>0.2,-0.08916666666666666
LKB,0.06,710418302>0.2,-0.2933333333333333
AUR,0.04,710418302>0.2,0.09833333333333334
PKCI,-0,710418302>0.2,0.2358333333333333
WNK,2.53,710418302>0.3,1.9858333333333333
BRSK,2.49,710418302>0.3,3.2475
DYRK,2.46,710418302>0.3,1.3975
IKK,-2.42,710418302>0.3,-1.5275
PKCH,2.24,710418302>0.3,1.3383333333333334
PDK1,2.22,710418302>0.3,1.4583333333333333
RSK,-2.12,710418302>0.3,-1.3633333333333333
P38,1.99,710418302>0.3,1.125
ERK,1.98,710418302>0.3,1.2091666666666667
DAPK,1.8,710418302>0.3,1.5108333333333333
MLK,-1.72,710418302>0.3,-0.965
MTOR,-1.54,710418302>0.3,-0.6033333333333333
ATR,-1.52,710418302>0.3,-0.6475000000000001
PKN,1.48,710418302>0.3,1.6891666666666667
PRKDC,-1.46,710418302>0.3,-0.6916666666666667
MARK,1.44,710418302>0.3,0.9908333333333333
NMO,-1.36,710418302>0.3,-1.1833333333333333
JNK,1.32,710418302>0.3,0.7333333333333333
PIM,-1.26,710418302>0.3,-0.48499999999999993
QIK,-1.25,710418302>0.3,-1.01
DMPK,1.19,710418302>0.3,1.5008333333333332
RIPK,-1.17,710418302>0.3,-1.1258333333333335
PLK,-1.15,710418302>0.3,-0.7558333333333334
PHK,-1.12,710418302>0.3,0.2641666666666667
MST,1.01,710418302>0.3,0.6125
PKD,-0.97,710418302>0.3,-0.7058333333333333
IRAK,0.96,710418302>0.3,0.28833333333333333
COT,-0.89,710418302>0.3,-0.36333333333333334
AMPK,-0.83,710418302>0.3,-0.7691666666666667
CK1,-0.82,710418302>0.3,-1.1341666666666668
RAF,-0.82,710418302>0.3,-0.5308333333333334
ATM,-0.8,710418302>0.3,-0.69
MSN,-0.8,710418302>0.3,-0.6941666666666667
AKT,-0.72,710418302>0.3,-0.43833333333333335
MAPKAPK,0.72,710418302>0.3,0.5891666666666666
BARK2,-0.71,710418302>0.3,-0.6083333333333333
PKCD,-0.68,710418302>0.3,-0.36
PDHK,-0.66,710418302>0.3,-0.7558333333333334
STE11,0.64,710418302>0.3,-0.19916666666666666
NUAK,-0.58,710418302>0.3,-0.48833333333333334
NAK,-0.58,710418302>0.3,-0.48416666666666663
HAL,-0.57,710418302>0.3,-0.49083333333333334
TTK,-0.55,710418302>0.3,-0.49166666666666664
TLK,-0.54,710418302>0.3,-0.485
PAKB,-0.54,710418302>0.3,0.48416666666666663
PKCI,0.52,710418302>0.3,0.2358333333333333
GRK,-0.52,710418302>0.3,-0.41666666666666663
MELK,-0.51,710418302>0.3,0.25249999999999995
LKB,0.47,710418302>0.3,-0.2933333333333333
FRAY,-0.47,710418302>0.3,-0.21833333333333335
PEK,0.46,710418302>0.3,-0.15750000000000003
STE7,-0.46,710418302>0.3,-0.6966666666666667
AUR,0.44,710418302>0.3,0.09833333333333334
VRK1,0.44,710418302>0.3,0.6666666666666667
NDR,0.44,710418302>0.3,-0.3566666666666667
MLCK,0.44,710418302>0.3,0.75
NIK,-0.41,710418302>0.3,-0.34
BUD32,-0.41,710418302>0.3,-0.34833333333333333
TAO,-0.41,710418302>0.3,-0.3466666666666667
ULK,-0.4,710418302>0.3,-0.3441666666666667
KHS,-0.4,710418302>0.3,-0.3466666666666667
SLK,-0.4,710418302>0.3,-0.3491666666666667
CLK,-0.4,710418302>0.3,-0.3383333333333333
PASK,-0.4,710418302>0.3,-0.34
