UniprotID	Score
O60285	-1.161777384742417
O43293	-0.9572816402256382
O43930	0.4816170984680752
P24941	0.560808528079414
P45984	0.44150506484038216
P20594	0.44558571834705224
P53779	0.31374228481052124
P45983	0.31374228481052124
P11802	0.4726659500674786
Q13131	0.26260873052385886
P17612	0.1317193599514782
O15264	0.34110159086087266
P17252	0.17389265621257277
P27361	0.3297088837611869
P48729	0.29483694820114953
P50750	-0.3634549762217364
Q9Y243	0.24812425139524985
P05771	0.18284450693515
Q00537	-0.3588272083458259
Q9HBY8	0.17584525905532206
Q9UBS0	0.13028653263520576
Q96BR1	0.17798423840935304
Q00534	0.3321149391397745
P16066	0.1612509637177769
Q13164	0.2868101874240944
Q14004	-0.3124544014469544
O76039	0.29110376012593026
Q8N568	0.18238083031797156
P28482	0.2751689724591041
P68400	-0.28868719853409114
P04049	-0.22475880676226975
P10398	-0.2698900673618425
P15056	-0.2698900673618425
Q86V86	-0.2698900673618425
Q16539	0.2155863398662857
P50613	0.20040693084898897
Q9UK32	0.01169272852956638
Q32MK0	0.2721359357467304
P53355	-0.2750545086654245
Q9P1W9	-0.10224423205237557
P06493	0.1846711413624892
O00141	0.11956489492997556
Q05655	0.11634256102118448
P53778	0.23168124155715045
P49841	-0.22175853346905827
Q15759	0.21824515096151945
O75676	0.22914987881627097
P41743	-0.1365538952678796
O15111	0.19877256672241292
P42345	0.16528678136317906
Q96GD4	0.20115968824286765
Q16566	-0.1417808889082066
Q00535	-0.17972300666017452
P22694	0.09716124280339442
Q14164	0.15304860027384215
O14920	-0.16036091385085505
P24723	0.12437120611705792
O75116	-0.18029684705295287
Q13464	-0.1799403613175293
O14965	-0.17448905014539054
Q15349	0.08482540550171534
Q9UQ88	0.15723614677365536
P11801	0.16674090893181293
P51817	0.06552600461507814
Q15418	0.09886783338145155
O14757	0.11707499738088097
O96017	0.08038273789187673
Q9Y2H1	0.11973295952374922
Q04759	0.07714495289834095
Q13237	0.05274909471482851
Q13153	-0.11647382880165442
P51812	0.07229713377570293
Q00526	0.12996684596276212
Q9H4B4	-0.0942025416303926
P05129	0.07999170132838802
Q02156	0.05662107434928037
Q16512	0.10304622705294278
Q9UQM7	0.1009107550248304
Q13976	0.04477116113406652
Q86SG6	-0.09766644076671434
Q8NI60	-0.06196177978835506
Q15131	0.07442186776888857
O94921	-0.07835806078864176
P23443	0.04453674563253087
Q9Y478	-0.06247590375113682
Q16513	0.07519103587790003
O75582	0.02858796012036274
P49137	-0.01482600384432156
Q13535	0.04173826541841506
Q13557	-0.03880029953173386
P31751	0.01651707243245331
Q00532	0.03794445933618896
P31749	0.01033702135350866
Q16644	0.00552409035606661
Q13555	-0.02799694573120351
P78527	0.02575210324479177
P11309	0.01484836328614297
Q13554	-0.01771409508821479
Q96Q40	0.01193775963651715
P49674	0.01313222310265357
P48730	0.01313222310265357
Q15139	0.0082065016843647
Q05513	-0.00189541429884023
