Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statitistic,Median Kinase Change,Mean peptide set size
PRKACA,P17612,AGC,PKA,0.9665762445130504,2.4683536752924042,3.6655462488490693,3.6655462488490693,3.109172669943361,3.1585177379741003,0.21774191279671679,0.9533861309947712,14
PRKACB,P22694,AGC,PKA,0.9665762445130504,2.20813509490967,3.6655462488490693,3.6655462488490693,3.843572727817777,3.84516506796058,0.3701614740822041,1.102407158228646,7
PRKG2,Q13237,AGC,PKG,0.9665762445130504,1.9085360116076862,3.1884249941294067,3.6655462488490693,3.4857848052372957,3.344883200076431,0.2845260944383256,0.9506633522247713,7
PRKCQ,Q04759,AGC,PKC,0.9665762445130504,1.6423432557900557,2.711303739409744,2.7624562618571256,3.1361947755451074,3.0684650850052213,0.10981815506537518,0.7591845786708433,9
COQ8A,Q8NI60,Atypical,ABC1,0.9665762445130504,1.833202033321245,2.6655462488490693,3.6655462488490693,3.4401114549574907,3.8559516844654076,0.6509019929907669,0.6785875346280953,5
CAMK2B,Q13554,CAMK,CAMK2,0.9665762445130504,1.6197887582883939,2.586365002801444,2.586365002801444,4.307776838479824,4.307776838479824,NA,1.2417918490190143,3
RPS6KA4,O75676,AGC-CAMK,RSK,0.9665762445130504,1.6052096439177874,2.5717858884308376,2.624153563690844,4.154313658988081,4.154313658988081,0,0.7205894804966059,3
PRKX,P51817,AGC,PKA,0.9665762445130504,1.3360419810975075,2.3892121407929725,3.063486257521107,2.9837639796264614,2.899495754962687,0.3775022599152506,0.8149116568319542,7
PIM2,Q9P1W9,CAMK,PIM,0.9665762445130504,1.321534407508942,2.3231235680268627,2.3867926478962405,2.5616903686464396,2.5912081807056024,0.055967563306241905,0.6843313812662841,15
PRKCB,P05771,AGC,PKC,0.9665762445130504,1.1738978728706808,2.234182484690082,2.5516028965422324,3.052245952359098,2.8056247224874995,0.40046316480368865,0.6143066317091029,8
PRKG1,Q13976,AGC,PKG,0.9665762445130504,1.096609887425833,2.052762392129334,2.586365002801444,2.523988994610691,2.532767321587767,0.11211581877771001,0.8569451919210835,13
PRKCA,P17252,AGC,PKC,0.9665762445130504,0.837095473213001,2.0422969584511685,2.203148250950113,2.7382077053185303,2.5072383728939838,0.3200523269088432,0.5750613054934367,9
MAPKAPK2,P49137,CAMK,MAPKAPK,0.9665762445130504,0.9710632684827581,2.0123337350737254,2.0973445247820743,2.5303651227236656,2.5066754744709376,0.10177584048706759,0.7067306466576271,12
MAPKAPK3,Q16644,CAMK,MAPKAPK,0.9665762445130504,1.0300323417345263,2.002788417167495,2.160396270529163,2.49170716767964,2.497724647575149,0.020205185119041926,0.7016084264596997,14
PIM1,P11309,CAMK,PIM,0.9665762445130504,0.9775607417191341,1.8873949984654255,2.267606240177032,2.241504403874035,2.2554877270759017,0.027747296770784014,0.5758221952862282,22
PRKCZ,Q05513,AGC,PKC,0.9665762445130504,0.8745325002519464,1.8802164138383022,1.9251835593548252,2.9564865222954113,2.863191704304759,0.18512616526072553,0.6512439287102676,5
SGK2,Q9HBY8,AGC,SGK,0.9665762445130504,0.843160438809709,1.8142879001299939,1.9579760727511328,3.0804588409720086,3.0648330109152484,0.02706473156874531,0.9846948741271742,4
CSNK1A1,P48729,CK1,CK1,0.9665762445130504,0.8544470999378255,1.8022233887286134,1.8873949984654255,3.2308154009109527,3.2308154009109527,0,0.7798191979273833,3
PRKCD,Q05655,AGC,PKC,0.9665762445130504,0.7140042973849949,1.7624562618571256,1.8460023133072005,2.6710229043800267,2.5345729958426277,0.21517374528889596,0.6781340567839685,7
SGK1,O00141,AGC,SGK,0.9665762445130504,0.7341375780632968,1.6970884083764421,1.7517323964653526,3.0335813508017284,3.0335813508017284,0,0.7451009784508343,3
CDK11A,Q9UQ88,CMGC,NA,0.9665762445130504,0.664422498112709,1.644356949779131,1.7017584215035138,2.612421505042152,2.6496901798547396,0.09860364524704388,0.5691077848541741,4
NPR1,P16066,RGC,RGC,0.9665762445130504,0.6181682184492684,1.579186418174321,1.8082137524178008,2.5235319179855473,2.4392819004615665,0.21951548662118472,0.9624289008111048,7
RPS6KA5,O75582,AGC-CAMK,RSK,0.9665762445130504,0.6191262374061973,1.579186418174321,1.8802164138383022,2.309044453306043,2.2799932807725054,0.23270517406661148,0.6359874885500187,11
