Kinase,Z,method,AvgZ
PKA,4.23,710373410>0.15,4.42
DYRK,-4.14,710373410>0.15,-4.1625
NMO,-4,710373410>0.15,-3.7825
ERK,-3.71,710373410>0.15,-4.13
RAD53,3.62,710373410>0.15,3.3075
JNK,-3.44,710373410>0.15,-3.4
PKG,3.31,710373410>0.15,3.36
RSK,3.19,710373410>0.15,3.61
DMPK,3.11,710373410>0.15,3.2024999999999997
PAKA,3.06,710373410>0.15,2.8925
PIM,2.98,710373410>0.15,3.2875
LKB,-2.68,710373410>0.15,-2.64
PKCA,2.63,710373410>0.15,2.465
PKCI,2.61,710373410>0.15,2.375
PLK,-2.58,710373410>0.15,-2.3725
P38,-2.58,710373410>0.15,-2.7175000000000002
PDK1,-2.53,710373410>0.15,-2.7775
STE11,-2.48,710373410>0.15,-2.3775
CDK,-2.4,710373410>0.15,-2.0875
STE7,-2.35,710373410>0.15,-2.08
MAPKAPK,2.23,710373410>0.15,2.6350000000000002
AKT,2.23,710373410>0.15,2.6725
STKR,-2.04,710373410>0.15,-1.8975
AMPK,2.02,710373410>0.15,2.32
TLK,-1.98,710373410>0.15,-1.835
PKD,1.95,710373410>0.15,2.2125
NAK,-1.93,710373410>0.15,-1.845
AUR,1.9,710373410>0.15,2.0875
GSK,-1.88,710373410>0.15,-1.8675
IRAK,-1.86,710373410>0.15,-1.875
SGK,1.86,710373410>0.15,1.9375
PHK,1.81,710373410>0.15,2.1725
GRK,-1.73,710373410>0.15,-1.545
CK2,-1.66,710373410>0.15,-1.4749999999999999
DAPK,1.61,710373410>0.15,1.3175000000000001
CAMK1,1.61,710373410>0.15,1.785
PKCD,1.58,710373410>0.15,1.7575
CK1,-1.49,710373410>0.15,-1.3425
PKCH,1.48,710373410>0.15,0.6000000000000001
ULK,-1.42,710373410>0.15,-1.305
NIK,-1.37,710373410>0.15,-1.275
SLK,-1.35,710373410>0.15,-1.275
MOS,-1.34,710373410>0.15,-1.2825
CLK,-1.33,710373410>0.15,-1.2625
CAMKK,-1.31,710373410>0.15,-1.275
PDHK,1.29,710373410>0.15,1.1800000000000002
CAMK2,-1.15,710373410>0.15,-0.995
MTOR,-1.08,710373410>0.15,-0.9299999999999999
PKN,1.05,710373410>0.15,-0.7125
MST,-1.05,710373410>0.15,-0.9125000000000001
HAL,1.01,710373410>0.15,1.0975000000000001
MARK,0.99,710373410>0.15,1.0925
PAKB,0.99,710373410>0.15,1.1025
RIPK,0.89,710373410>0.15,1.1300000000000001
CHK1,0.89,710373410>0.15,1.1325
RAF,-0.79,710373410>0.15,-0.56
MELK,0.79,710373410>0.15,0.6875
KHS,0.74,710373410>0.15,0.7725
TAO,0.73,710373410>0.15,0.75
PASK,0.73,710373410>0.15,0.765
BRSK,0.72,710373410>0.15,0.7825
BUD32,0.71,710373410>0.15,0.7775
WNK,0.71,710373410>0.15,-0.23750000000000004
MLCK,0.7,710373410>0.15,0.3625
NDR,0.69,710373410>0.15,0.825
MLK,0.65,710373410>0.15,0.6725
ATM,-0.65,710373410>0.15,-0.5275
IKK,-0.63,710373410>0.15,-0.22
PRKDC,-0.55,710373410>0.15,-0.4575
TTK,-0.47,710373410>0.15,-0.3625
FRAY,0.46,710373410>0.15,0.27
PEK,-0.46,710373410>0.15,-0.495
NUAK,-0.44,710373410>0.15,-0.35250000000000004
MSN,0.43,710373410>0.15,0.5375
NEK,-0.35,710373410>0.15,-0.385
ATR,-0.31,710373410>0.15,-0.2
COT,-0.25,710373410>0.15,-0.10749999999999998
VRK1,-0.25,710373410>0.15,-0.34500000000000003
QIK,0.23,710373410>0.15,0.6875
BARK2,0.09,710373410>0.15,-0.13749999999999998
DYRK,-4.33,710373410>0.2,-4.1625
PKA,4.31,710373410>0.2,4.42
ERK,-4.04,710373410>0.2,-4.13
NMO,-3.97,710373410>0.2,-3.7825
PKG,3.34,710373410>0.2,3.36
RSK,3.3,710373410>0.2,3.61
JNK,-3.24,710373410>0.2,-3.4
PIM,3.2,710373410>0.2,3.2875
RAD53,3.18,710373410>0.2,3.3075
DMPK,3.03,710373410>0.2,3.2024999999999997
PAKA,2.72,710373410>0.2,2.8925
LKB,-2.69,710373410>0.2,-2.64
PKCI,2.52,710373410>0.2,2.375
STE11,-2.46,710373410>0.2,-2.3775
PLK,-2.46,710373410>0.2,-2.3725
