Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statitistic,Median Kinase Change,Mean peptide set size
MAPK12,P53778,CMGC,MAPK,0.47712125471966244,1.810650992801744,2.3059099143085593,2.4771212547196626,1.5582381306874094,1.5582381306874094,0,0.23298129059971298,3
MAPK13,O15264,CMGC,MAPK,0.47712125471966244,1.561447082479074,2.1346985738974564,2.4771212547196626,1.1423594622462692,1.0902199825824495,0.07820921949572963,0.2765144258586024,7
AKT3,Q9Y243,AGC,AKT,0.3098823682396729,1.786624417143142,2.0969100130080562,3.1760912590556813,1.1339775237719778,1.1881833681751026,0.42356847770389144,0.3032494003053199,8
CDK2,P24941,CMGC,CDK,0.47712125471966244,1.4631876408409965,2,2.1760912590556813,1.336762536983122,1.3098624162150607,0.07117102978989413,0.30975631463628484,4
PRKACA,P17612,AGC,PKA,0.17609125905568127,1.3867921872460833,1.5963076624388712,2.574031267727719,0.5770813988501021,0.5656405047600338,0.03177248650577808,0.1672805758754499,49
PRKCA,P17252,AGC,PKC,0.17609125905568127,1.3644372269501468,1.5528419686577808,1.7611179110848634,0.7430583081866842,0.7395179493192832,0.022533798229041103,0.22081688742594463,21
NUAK1,O60285,CAMK,CAMKL,0.47712125471966244,0.9955927648105622,1.5039934011199638,1.5633074023359457,-1.1513925713156812,-1.1513925713156812,0,-0.32339936934238384,3
CDK6,Q00534,CMGC,CDK,0.47712125471966244,0.8902354959368255,1.3666490165579561,1.412663265492744,1.0596719084557606,1.0596719084557606,0,0.24041488294671712,3
PRKCB,P05771,AGC,PKC,0.17609125905568127,1.046009633778316,1.3187587626244128,1.3979400086720377,0.7594383020407851,0.7344264329097654,0.07000148969169172,0.2137349374380794,16
CDK4,P11802,CMGC,CDK,0.47712125471966244,0.8297382846050426,1.3068595393247051,1.3068595393247051,0.9162470368308999,0.9162470368308999,NA,0.3699132980879808,4
MAPK11,Q15759,CMGC,MAPK,0.47712125471966244,0.804744400824291,1.2818656555439536,1.369911285071794,0.965760275761428,0.965760275761428,0,0.07548971558670114,3
PRKCD,Q05655,AGC,PKC,0.17609125905568127,1.1036464773402657,1.2415928078121137,1.6709412807357753,0.7117530499787271,0.7339651966694638,0.04409553033725083,0.20701185049874696,17
MAPK7,Q13164,CMGC,MAPK,0.3408008962283303,0.520153387845283,1.2218487496163564,1.2839966563652008,0.8439964788026927,0.5876947707485789,0.3605702825869171,0.11558507334391495,4
PRKY,O43930,AGC,PKA,0.29031667278904166,1.0131963152317611,1.1507853937909112,1.9456423376774072,0.8817083226082717,0.9476688627937747,0.34302218430535775,0.2970906596779886,8
MAPK9,P45984,CMGC,MAPK,0.17609125905568127,0.8800390954157635,1.0621479067488444,1.1116332698287628,0.8674522644707213,0.8720059740309487,0.015697546532189532,0.17043835162810575,6
PRKCH,P24723,AGC,PKC,0.17609125905568127,0.7269958813171947,1.0425523506854637,1.193820026016113,0.7277712794247445,0.653801562518617,0.2190811685771476,0.19647465048752494,8
CAMK4,Q16566,CAMK,CAMK1,0.20953903635167917,0.8421633999737858,0.9719712763997564,1.6989700043360187,0.7750483870415683,0.7583623022175842,0.0698622557476728,0.2469599018473851,10
DCLK2,Q8N568,CAMK,DCAMKL,0.21909554415053573,0.8067529454958311,0.9507819773298184,2.0621479067488444,0.7007521261265327,0.7820787108650205,0.3366357667730321,0.1737979111617333,10
MAPK10,P53779,CMGC,MAPK,0.17609125905568127,0.7401823717569853,0.9112734360461447,1.0117384032712442,0.7111963849494687,0.7211978681650172,0.015002224823322806,0.18179085771879816,9
MAPK8,P45983,CMGC,MAPK,0.17609125905568127,0.7386974871394317,0.9112734360461447,1.0117384032712442,0.7111963849494687,0.7178640404265011,0.01323071866506402,0.18179085771879816,9
SGK2,Q9HBY8,AGC,SGK,0.13695986815441877,0.8727207479072594,0.9112734360461447,1.9208187539523753,0.6639669441584418,0.5998823308702188,0.2325937201833692,0.21831582264738153,13
RPS6KA5,O75582,AGC-CAMK,RSK,0.17609125905568127,0.6955905608092173,0.906578314837765,1.0826695738934462,0.5557241342644607,0.5386962982080605,0.033157094457133725,0.13796416124840005,36
SGK3,Q96BR1,AGC,SGK,0.17609125905568127,0.8143340469840696,0.9019334097920014,1.4771212547196626,0.7034564427238232,0.7104997746823706,0.09179330106813562,0.22318592498284273,12
PRKAA1,Q13131,CAMK,CAMKL,0.17609125905568127,0.7084621670312049,0.8882895291254552,0.9559831710156261,0.6677586060477568,0.6725399962851467,0.03578216855952674,0.17859231664441005,11
MAPK3,P27361,CMGC,MAPK,0.24298681364767707,0.8113957721631666,0.8838351876992052,1.713693261156725,0.7721590928712677,0.78755373374545,0.060985334207215414,0.11336799204656993,6
RPS6KB2,Q9UBS0,AGC,RSK,0.17609125905568127,0.6587330124869595,0.8750612633917,1.1848651833631865,0.5536082289880716,0.5798688256750272,0.10492662607800814,0.18700035441918783,21
CHEK2,O96017,CAMK,RAD53,0.17609125905568127,0.6885289729906803,0.8664610916297825,1.0555173278498313,0.6276888526787272,0.6205429104438047,0.0573612504159354,0.14613228688073515,16
CDKL5,O76039,CMGC,CDKL,0.47712125471966244,0.39705959245519024,0.8559449729446272,0.9380451559268859,0.5559838366807113,0.5659329107411745,0.013623330723013048,0.09815852213438288,4
MAPK1,P28482,CMGC,MAPK,0.17040764545041667,0.6111658067072175,0.8219828199082803,1.6709412807357753,0.7721590928712677,0.6524790347391515,0.29042318562275315,0.08018523237008415,5
CAMK2D,Q13557,CAMK,CAMK2,0.1467427158797344,0.5840931349788583,0.8209987160224004,0.9355420107730815,0.7091427501282646,0.6718178511741681,0.1860931064599402,0.24884875732917872,6
SGK1,O00141,AGC,SGK,0.17609125905568127,0.73678546572056,0.7851561519523022,1.3979400086720377,0.6134541402763732,0.6176238180200193,0.0870961491930576,0.16494717781203191,16
STK38L,Q9Y2H1,AGC,NDR,0.17609125905568127,0.5506429669733706,0.7781512503836436,0.8258432407215184,0.6999082567570362,0.6805262808063126,0.033570567097731346,0.2522857378583134,7
