Kinase,Z,method,AvgZ
PASK,1.39,710373505>0.2,0.41000000000000003
PLK,-1.38,710373505>0.2,-1.0425
PKCH,-1.36,710373505>0.2,-1.2375
AKT,1.33,710373505>0.2,0.47250000000000003
MAPKAPK,1.23,710373505>0.2,0.805
MLCK,1.2,710373505>0.2,0.5175
NDR,1.2,710373505>0.2,1.1175
NAK,-1.05,710373505>0.2,-0.9125
PAKB,-1.04,710373505>0.2,-0.9275
TLK,-1.03,710373505>0.2,-0.9125
TTK,-1.03,710373505>0.2,-0.545
PKN,-1.03,710373505>0.2,-0.935
RAF,-1.03,710373505>0.2,-1.0125
NUAK,-1.02,710373505>0.2,-0.56
STE11,-0.96,710373505>0.2,-0.6475
SGK,0.95,710373505>0.2,0.24749999999999994
FRAY,-0.91,710373505>0.2,-0.645
CDK,-0.83,710373505>0.2,-0.7324999999999999
MARK,0.78,710373505>0.2,1.1775
PHK,0.75,710373505>0.2,0.5
PEK,0.74,710373505>0.2,0.3075
SLK,-0.74,710373505>0.2,-0.6475
TAO,-0.74,710373505>0.2,-0.65
CLK,-0.73,710373505>0.2,-0.655
CAMKK,-0.72,710373505>0.2,-0.6375
ULK,-0.72,710373505>0.2,-0.6425
WNK,-0.72,710373505>0.2,-0.65
MOS,-0.71,710373505>0.2,-0.64
KHS,-0.7,710373505>0.2,-0.16
BUD32,-0.7,710373505>0.2,-0.135
PRKDC,-0.69,710373505>0.2,-0.3375
NIK,-0.69,710373505>0.2,-0.6425
COT,-0.67,710373505>0.2,-0.9775
QIK,0.66,710373505>0.2,-0.17000000000000004
MELK,0.64,710373505>0.2,0.29000000000000004
GRK,0.62,710373505>0.2,0.555
NEK,-0.58,710373505>0.2,-0.3175
GSK,-0.55,710373505>0.2,-0.7525
STE7,-0.5,710373505>0.2,-0.2225
IRAK,-0.47,710373505>0.2,0.18000000000000005
MLK,0.47,710373505>0.2,-0.044999999999999984
DAPK,0.41,710373505>0.2,0.2325
MSN,-0.39,710373505>0.2,-0.48750000000000004
CK1,-0.39,710373505>0.2,0.05750000000000002
ATM,-0.38,710373505>0.2,-0.5125000000000001
STKR,-0.3,710373505>0.2,-0.46
ATR,-0.26,710373505>0.2,0.017499999999999988
CK2,0.2,710373505>0.2,0.3825
CAMK2,0.11,710373505>0.2,0.415
BARK2,-0.01,710373505>0.2,-0.525
PKG,3.47,710373505>0.3,3.59
DYRK,-3.43,710373505>0.3,-3.5875
PKA,3.34,710373505>0.3,3.9899999999999998
JNK,-2.87,710373505>0.3,-3.0675
ERK,-2.56,710373505>0.3,-3.1275
RAD53,2.55,710373505>0.3,2.7025
RSK,2.49,710373505>0.3,3.2575000000000003
CAMK1,2.42,710373505>0.3,2.5875
PKCH,-2.29,710373505>0.3,-1.2375
PAKA,2.09,710373505>0.3,2.2725
P38,-1.99,710373505>0.3,-2.3025
MST,-1.97,710373505>0.3,-1.6125
RIPK,1.91,710373505>0.3,1.9425
PKCI,1.86,710373505>0.3,1.94
NMO,-1.86,710373505>0.3,-2.0575
BRSK,1.8,710373505>0.3,0.9875
PDK1,-1.72,710373505>0.3,-2.5275
DMPK,1.65,710373505>0.3,2.035
MARK,1.59,710373505>0.3,1.1775
PIM,1.59,710373505>0.3,2.5325
PKD,1.39,710373505>0.3,1.8649999999999998
CHK1,1.37,710373505>0.3,1.365
AMPK,1.31,710373505>0.3,1.63
QIK,-1.26,710373505>0.3,-0.17000000000000004
VRK1,-1.23,710373505>0.3,-1.255
COT,-1.23,710373505>0.3,-0.9775
CDK,-1.17,710373505>0.3,-0.7324999999999999
PDHK,1.17,710373505>0.3,1.5525
LKB,-1.13,710373505>0.3,-1.0474999999999999
ATM,-1.04,710373505>0.3,-0.5125000000000001
CK2,1.02,710373505>0.3,0.3825
GSK,-1,710373505>0.3,-0.7525
PLK,-1,710373505>0.3,-1.0425
BARK2,-0.97,710373505>0.3,-0.525
HAL,0.97,710373505>0.3,0.9675
NDR,0.96,710373505>0.3,1.1175
GRK,0.92,710373505>0.3,0.555
MTOR,-0.9,710373505>0.3,-1.425
FRAY,-0.9,710373505>0.3,-0.645
PKCA,0.88,710373505>0.3,1.2975
RAF,-0.81,710373505>0.3,-1.0125
PAKB,-0.78,710373505>0.3,-0.9275
NUAK,-0.77,710373505>0.3,-0.56
NAK,-0.77,710373505>0.3,-0.9125
TLK,-0.76,710373505>0.3,-0.9125
PKN,-0.76,710373505>0.3,-0.935
TTK,-0.74,710373505>0.3,-0.545
KHS,-0.56,710373505>0.3,-0.16
PRKDC,-0.55,710373505>0.3,-0.3375
WNK,-0.55,710373505>0.3,-0.65
CLK,-0.55,710373505>0.3,-0.655
NIK,-0.54,710373505>0.3,-0.6425
MOS,-0.54,710373505>0.3,-0.64
SLK,-0.54,710373505>0.3,-0.6475
TAO,-0.54,710373505>0.3,-0.65
CAMKK,-0.53,710373505>0.3,-0.6375
STKR,-0.53,710373505>0.3,-0.46
IRAK,0.53,710373505>0.3,0.18000000000000005
PASK,-0.52,710373505>0.3,0.41000000000000003
BUD32,-0.52,710373505>0.3,-0.135
ULK,-0.51,710373505>0.3,-0.6425
PHK,-0.47,710373505>0.3,0.5
SGK,-0.45,710373505>0.3,0.24749999999999994
NEK,-0.42,710373505>0.3,-0.3175
AUR,0.36,710373505>0.3,0.635
IKK,0.34,710373505>0.3,0.685
DAPK,-0.23,710373505>0.3,0.2325
STE7,0.19,710373505>0.3,-0.2225
MELK,-0.19,710373505>0.3,0.29000000000000004
STE11,-0.18,710373505>0.3,-0.6475
CK1,-0.13,710373505>0.3,0.05750000000000002
MLCK,-0.12,710373505>0.3,0.5175
MSN,0.1,710373505>0.3,-0.48750000000000004
CAMK2,0.09,710373505>0.3,0.415
PKCD,0.06,710373505>0.3,1.345
MAPKAPK,-0.06,710373505>0.3,0.805
MLK,-0.05,710373505>0.3,-0.044999999999999984
ATR,0.04,710373505>0.3,0.017499999999999988
AKT,-0.03,710373505>0.3,0.47250000000000003
PEK,-0.01,710373505>0.3,0.3075
PKA,3.97,710373505>0.4,3.9899999999999998
PKG,3.65,710373505>0.4,3.59
JNK,-3.36,710373505>0.4,-3.0675
DYRK,-3.27,710373505>0.4,-3.5875
RSK,3.2,710373505>0.4,3.2575000000000003
PAKA,2.81,710373505>0.4,2.2725
ERK,-2.75,710373505>0.4,-3.1275
PIM,2.64,710373505>0.4,2.5325
PDK1,-2.53,710373505>0.4,-2.5275
PKD,2.38,710373505>0.4,1.8649999999999998
RAD53,2.31,710373505>0.4,2.7025
CAMK1,2.17,710373505>0.4,2.5875
MST,-1.96,710373505>0.4,-1.6125
MTOR,-1.95,710373505>0.4,-1.425
PKCH,-1.87,710373505>0.4,-1.2375
P38,-1.8,710373505>0.4,-2.3025
AMPK,1.79,710373505>0.4,1.63
DMPK,1.74,710373505>0.4,2.035
PKCI,1.71,710373505>0.4,1.94
NMO,-1.56,710373505>0.4,-2.0575
PKCA,1.55,710373505>0.4,1.2975
NDR,1.5,710373505>0.4,1.1175
RIPK,1.25,710373505>0.4,1.9425
IRAK,1.24,710373505>0.4,0.18000000000000005
MARK,1.12,710373505>0.4,1.1775
PDHK,1.06,710373505>0.4,1.5525
CK1,1.04,710373505>0.4,0.05750000000000002
VRK1,-1.04,710373505>0.4,-1.255
COT,-1.01,710373505>0.4,-0.9775
GSK,-0.95,710373505>0.4,-0.7525
MSN,-0.92,710373505>0.4,-0.48750000000000004
ATM,-0.92,710373505>0.4,-0.5125000000000001
FRAY,-0.91,710373505>0.4,-0.645
BARK2,-0.79,710373505>0.4,-0.525
GRK,0.77,710373505>0.4,0.555
MAPKAPK,0.75,710373505>0.4,0.805
LKB,-0.72,710373505>0.4,-1.0474999999999999
MLK,-0.71,710373505>0.4,-0.044999999999999984
AUR,-0.71,710373505>0.4,0.635
PKN,-0.66,710373505>0.4,-0.935
NUAK,-0.65,710373505>0.4,-0.56
TLK,-0.65,710373505>0.4,-0.9125
HAL,-0.64,710373505>0.4,0.9675
RAF,-0.63,710373505>0.4,-1.0125
TTK,-0.63,710373505>0.4,-0.545
PAKB,-0.63,710373505>0.4,-0.9275
NAK,-0.62,710373505>0.4,-0.9125
ATR,0.61,710373505>0.4,0.017499999999999988
STE11,-0.61,710373505>0.4,-0.6475
CK2,0.6,710373505>0.4,0.3825
CHK1,0.6,710373505>0.4,1.365
PKCD,0.59,710373505>0.4,1.345
QIK,-0.5,710373505>0.4,-0.17000000000000004
KHS,-0.49,710373505>0.4,-0.16
ULK,-0.48,710373505>0.4,-0.6425
TAO,-0.46,710373505>0.4,-0.65
MELK,-0.46,710373505>0.4,0.29000000000000004
BUD32,-0.46,710373505>0.4,-0.135
CDK,-0.46,710373505>0.4,-0.7324999999999999
CAMKK,-0.45,710373505>0.4,-0.6375
NIK,-0.45,710373505>0.4,-0.6425
MOS,-0.45,710373505>0.4,-0.64
CLK,-0.45,710373505>0.4,-0.655
WNK,-0.45,710373505>0.4,-0.65
SLK,-0.45,710373505>0.4,-0.6475
BRSK,-0.44,710373505>0.4,0.9875
PASK,-0.43,710373505>0.4,0.41000000000000003
IKK,-0.42,710373505>0.4,0.685
PLK,-0.39,710373505>0.4,-1.0425
AKT,-0.39,710373505>0.4,0.47250000000000003
NEK,0.27,710373505>0.4,-0.3175
SGK,-0.26,710373505>0.4,0.24749999999999994
PHK,0.24,710373505>0.4,0.5
PEK,-0.23,710373505>0.4,0.3075
STKR,-0.21,710373505>0.4,-0.46
MLCK,0.2,710373505>0.4,0.5175
STE7,0.2,710373505>0.4,-0.2225
CAMK2,0.04,710373505>0.4,0.415
DAPK,-0.03,710373505>0.4,0.2325
PRKDC,0,710373505>0.4,-0.3375
