Group,Barcode,SampleName,Peptide,slope,r.seq,nobs
SCZ_M,710418301,SCZ_M_710418301,PLEK_106_118,10.062937090936416,0.9999898768375534,5
SCZ_M,710418301,SCZ_M_710418301,LMNA_192_204,5.895046490227311,0.9918238993710693,5
SCZ_M,710418301,SCZ_M_710418301,RBL2_655_667,9.16034714399252,0.999840615408647,5
SCZ_M,710418301,SCZ_M_710418301,ACM1_444_456,4.926715573964768,0.9516524082971991,5
SCZ_M,710418301,SCZ_M_710418301,CENPA_1_14,9.8914398223075235,0.9999318744746432,5
SCZ_M,710418301,SCZ_M_710418301,NEK2_172_184,5.517632251692483,0.9850326495966422,5
SCZ_M,710418301,SCZ_M_710418301,PPR1A_28_40,10.936026733483992,0.9999862193354476,5
SCZ_M,710418301,SCZ_M_710418301,BAD_69_81,7.681470481574503,0.9998026989699805,5
SCZ_M,710418301,SCZ_M_710418301,KAPCG_192_206,6.503900724094206,0.9979201460297303,5
SCZ_M,710418301,SCZ_M_710418301,MARCS_152_164,4.986325063102924,0.9950080379050681,5
SCZ_M,710418301,SCZ_M_710418301,NEK3_158_170,5.509289506191823,0.9959317746786984,5
SCZ_M,710418301,SCZ_M_710418301,ACM5_494_506,5.873850333844511,0.9885973710173286,5
SCZ_M,710418301,SCZ_M_710418301,BAD_93_105,5.90325660114078,0.9976939644059796,5
SCZ_M,710418301,SCZ_M_710418301,GPR6_349_361,11.347830261050964,0.9999804346189712,5
SCZ_M,710418301,SCZ_M_710418301,BCKD_45_57,7.24182579625131,0.9995701160108953,5
SCZ_M,710418301,SCZ_M_710418301,VASP_271_283,11.246113154654408,0.9999732621099784,5
SCZ_M,710418301,SCZ_M_710418301,ADDB_696_708,6.159300160905186,0.9996115509261194,5
SCZ_M,710418301,SCZ_M_710418301,GSUB_61_73,6.233529239834997,0.9958787623763616,5
SCZ_M,710418301,SCZ_M_710418301,NR4A1_344_356,5.767934572323972,0.9977729819742653,5
SCZ_M,710418301,SCZ_M_710418301,RAF1_253_265,8.633886278560125,0.9985866042475673,5
SCZ_M,710418301,SCZ_M_710418301,ADDB_706_718,6.693092401216027,0.9998569080434702,5
SCZ_M,710418301,SCZ_M_710418301,C1R_201_213,5.6007544727647485,0.9962866575098195,5
SCZ_M,710418301,SCZ_M_710418301,GYS2_1_13,10.57717940251217,0.9999502994506145,5
SCZ_M,710418301,SCZ_M_710418301,RAP1B_172_184,10.904421611725068,0.9999764336263908,5
SCZ_M,710418301,SCZ_M_710418301,H2B1B_ 27_40,9.79116288855502,0.9999497198540241,5
SCZ_M,710418301,SCZ_M_710418301,KIF2C_105_118_S106G,10.896303840499012,0.999973428986265,5
SCZ_M,710418301,SCZ_M_710418301,MP2K1_287_299,4.670823237374995,0.9659211363154547,5
SCZ_M,710418301,SCZ_M_710418301,ERBB2_679_691,9.829184203926657,0.9999905628025185,5
SCZ_M,710418301,SCZ_M_710418301,H32_3_18,6.544126069826739,0.9975889444760713,5
SCZ_M,710418301,SCZ_M_710418301,KPCB_19_31_A25S,9.201060486039284,0.9998784977819403,5
SCZ_M,710418301,SCZ_M_710418301,ERF_519_531,10.178453458513635,0.9999414493447605,5
SCZ_M,710418301,SCZ_M_710418301,MPIP1_172_184,4.338168735894573,0.9749423103027012,5
SCZ_M,710418301,SCZ_M_710418301,PDE5A_95_107,11.384274672605525,0.9999887910928146,5
SCZ_M,710418301,SCZ_M_710418301,MPIP3_208_220,4.708791087574014,0.9946544332373713,5
SCZ_F,710418301,SCZ_F_710418301,PLEK_106_118,9.342787513799784,0.9999429208766363,5
SCZ_F,710418301,SCZ_F_710418301,LMNA_192_204,5.020272395026262,0.9925118763251832,5
SCZ_F,710418301,SCZ_F_710418301,RBL2_655_667,8.387448383257025,0.999494794109942,5
SCZ_F,710418301,SCZ_F_710418301,ACM1_444_456,4.826668397114438,0.9953252604900028,5
SCZ_F,710418301,SCZ_F_710418301,CENPA_1_14,9.229000150157889,0.9999245687933711,5
SCZ_F,710418301,SCZ_F_710418301,NEK2_172_184,3.7518598094659006,0.9735619891528532,5
SCZ_F,710418301,SCZ_F_710418301,PPR1A_28_40,10.458348572279798,0.9999484853729255,5
SCZ_F,710418301,SCZ_F_710418301,BAD_69_81,6.867337026885837,0.999610090042677,5
SCZ_F,710418301,SCZ_F_710418301,KAPCG_192_206,4.616375453352618,0.9890444309190505,5
SCZ_F,710418301,SCZ_F_710418301,MARCS_152_164,4.217523381814712,0.9819764857985536,5
SCZ_F,710418301,SCZ_F_710418301,NEK3_158_170,4.939191087511829,0.9397975288279705,5
SCZ_F,710418301,SCZ_F_710418301,ACM5_494_506,5.199857507519143,0.9862009459951141,5
SCZ_F,710418301,SCZ_F_710418301,BAD_93_105,4.946271813582484,0.9672912500362287,5
SCZ_F,710418301,SCZ_F_710418301,GPR6_349_361,10.258277132643075,0.9999677775146364,5
SCZ_F,710418301,SCZ_F_710418301,BCKD_45_57,6.1385857576630025,0.9948225227822127,5
SCZ_F,710418301,SCZ_F_710418301,VASP_271_283,10.960985476049514,0.9999442457279522,5
SCZ_F,710418301,SCZ_F_710418301,ADDB_696_708,5.6514579125080635,0.9954185111002641,5
SCZ_F,710418301,SCZ_F_710418301,GSUB_61_73,5.082651180177948,0.95813411910080315,5
SCZ_F,710418301,SCZ_F_710418301,NR4A1_344_356,4.779874185635498,0.9736804394554573,5
SCZ_F,710418301,SCZ_F_710418301,RAF1_253_265,7.705664986587295,0.9988160303923392,5
SCZ_F,710418301,SCZ_F_710418301,ADDB_706_718,6.237863830098888,0.9993604093380237,5
SCZ_F,710418301,SCZ_F_710418301,C1R_201_213,4.52474497788705,0.9874479208130987,5
SCZ_F,710418301,SCZ_F_710418301,GYS2_1_13,8.934302850754642,0.9998118704376023,5
SCZ_F,710418301,SCZ_F_710418301,RAP1B_172_184,10.047329724738347,0.9999275657609141,5
SCZ_F,710418301,SCZ_F_710418301,H2B1B_ 27_40,8.996593398556751,0.9998592407744017,5
SCZ_F,710418301,SCZ_F_710418301,KIF2C_105_118_S106G,10.419801216324892,0.99991736751269,5
SCZ_F,710418301,SCZ_F_710418301,MP2K1_287_299,3.8532801273617583,0.9643613174676221,5
SCZ_F,710418301,SCZ_F_710418301,ERBB2_679_691,9.157108556115281,0.9999226358083628,5
SCZ_F,710418301,SCZ_F_710418301,H32_3_18,5.80053365620159,0.998809136818779,5
SCZ_F,710418301,SCZ_F_710418301,KPCB_19_31_A25S,8.639084692259104,0.9998590495307206,5
SCZ_F,710418301,SCZ_F_710418301,ERF_519_531,8.181410138443637,0.9993611795188388,5
SCZ_F,710418301,SCZ_F_710418301,MPIP1_172_184,2.8266683971144384,0.8774577954319762,5
SCZ_F,710418301,SCZ_F_710418301,PDE5A_95_107,9.043672178800355,0.999821971775689,5
SCZ_F,710418301,SCZ_F_710418301,MPIP3_208_220,2.8645365827048814,0.924751737835154,5
SCZ_M,710418302,SCZ_M_710418302,PLEK_106_118,9.691052139647114,0.9999423265320668,5
SCZ_M,710418302,SCZ_M_710418302,LMNA_192_204,5.703577149694852,0.993488951168436,5
SCZ_M,710418302,SCZ_M_710418302,RBL2_655_667,8.781607152859953,0.99973120905718,5
SCZ_M,710418302,SCZ_M_710418302,ACM1_444_456,5.262183509294301,0.9936296737501441,5
SCZ_M,710418302,SCZ_M_710418302,CENPA_1_14,9.48632276488067,0.9998812622825978,5
SCZ_M,710418302,SCZ_M_710418302,NEK2_172_184,4.864536582704881,0.9995538784067086,5
SCZ_M,710418302,SCZ_M_710418302,PPR1A_28_40,10.618143058697648,0.9999857916950904,5
SCZ_M,710418302,SCZ_M_710418302,BAD_69_81,7.432581292992488,0.9998117548729775,5
SCZ_M,710418302,SCZ_M_710418302,KAPCG_192_206,6.044394119358453,0.9959792924935289,5
SCZ_M,710418302,SCZ_M_710418302,MARCS_152_164,4.57357574041935,0.9884831181727904,5
SCZ_M,710418302,SCZ_M_710418302,NEK3_158_170,5.429426480799644,0.9966329657565128,5
SCZ_M,710418302,SCZ_M_710418302,ACM5_494_506,5.940964529703048,0.9995451785532453,5
SCZ_M,710418302,SCZ_M_710418302,BAD_93_105,5.963823064608076,0.9899747414435737,5
SCZ_M,710418302,SCZ_M_710418302,GPR6_349_361,10.866695738392066,0.999967868290868,5
SCZ_M,710418302,SCZ_M_710418302,BCKD_45_57,6.951559644942248,0.9963123551844656,5
SCZ_M,710418302,SCZ_M_710418302,VASP_271_283,11.026184123045923,0.9999714073196835,5
SCZ_M,710418302,SCZ_M_710418302,ADDB_696_708,5.986325063102924,0.997057296174485,5
SCZ_M,710418302,SCZ_M_710418302,GSUB_61_73,4.2116587597514945,0.9417594437282706,5
SCZ_M,710418302,SCZ_M_710418302,NR4A1_344_356,4.095446785483036,0.9827075950579446,5
SCZ_M,710418302,SCZ_M_710418302,RAF1_253_265,8.206507586063605,0.9996202989648106,5
SCZ_M,710418302,SCZ_M_710418302,ADDB_706_718,6.497889486060344,0.998863745200303,5
SCZ_M,710418302,SCZ_M_710418302,C1R_201_213,5.815111365692039,0.9993149547268574,5
SCZ_M,710418302,SCZ_M_710418302,GYS2_1_13,9.840748238817307,0.9998995511501054,5
SCZ_M,710418302,SCZ_M_710418302,RAP1B_172_184,10.390006677856784,0.9999486685483111,5
SCZ_M,710418302,SCZ_M_710418302,H2B1B_ 27_40,9.227547833396622,0.9999293771263829,5
SCZ_M,710418302,SCZ_M_710418302,KIF2C_105_118_S106G,10.728113040725972,0.9999826531310937,5
SCZ_M,710418302,SCZ_M_710418302,MP2K1_287_299,4.444507054082283,0.987685415925003,5
SCZ_M,710418302,SCZ_M_710418302,ERBB2_679_691,9.469142621441785,0.9999272199942628,5
SCZ_M,710418302,SCZ_M_710418302,H32_3_18,5.882181608436465,0.9946861181912199,5
SCZ_M,710418302,SCZ_M_710418302,KPCB_19_31_A25S,8.65186401948918,0.9998300766525109,5
SCZ_M,710418302,SCZ_M_710418302,ERF_519_531,9.260409194667888,0.9996866284168331,5
SCZ_M,710418302,SCZ_M_710418302,MPIP1_172_184,5,0.981055676066522,5
SCZ_M,710418302,SCZ_M_710418302,PDE5A_95_107,10.451327767092225,0.9999634331201674,5
SCZ_M,710418302,SCZ_M_710418302,MPIP3_208_220,4.036951136172892,0.9520754716981132,5
SCZ_F,710418302,SCZ_F_710418302,PLEK_106_118,9.524892787429815,0.9999633031345542,5
SCZ_F,710418302,SCZ_F_710418302,LMNA_192_204,5.328717260550001,0.9798750777524362,5
SCZ_F,710418302,SCZ_F_710418302,RBL2_655_667,8.347725818590327,0.9992408558736298,5
SCZ_F,710418302,SCZ_F_710418302,ACM1_444_456,4.169925001442313,0.9625560538116592,5
SCZ_F,710418302,SCZ_F_710418302,CENPA_1_14,9.46537388375264,0.9999338335985527,5
SCZ_F,710418302,SCZ_F_710418302,NEK2_172_184,3.4420045468791134,0.9781132075471698,5
SCZ_F,710418302,SCZ_F_710418302,PPR1A_28_40,10.576109947280923,0.999897282775829,5
SCZ_F,710418302,SCZ_F_710418302,BAD_69_81,6.721744083912993,0.9999167929896495,5
SCZ_F,710418302,SCZ_F_710418302,KAPCG_192_206,4.914131238364778,0.9674941274532092,5
SCZ_F,710418302,SCZ_F_710418302,MARCS_152_164,4.781854549763739,0.9697474544724645,5
SCZ_F,710418302,SCZ_F_710418302,NEK3_158_170,4.875705890422993,0.9277378416075287,5
SCZ_F,710418302,SCZ_F_710418302,ACM5_494_506,4.781854549763738,0.9716268100043878,5
SCZ_F,710418302,SCZ_F_710418302,BAD_93_105,4.274894561043856,0.9567346493619807,5
SCZ_F,710418302,SCZ_F_710418302,GPR6_349_361,10.366280970230292,0.999964481916458,5
SCZ_F,710418302,SCZ_F_710418302,BCKD_45_57,5.90598295478532,0.9989519578092793,5
SCZ_F,710418302,SCZ_F_710418302,VASP_271_283,10.971977284142957,0.9999829927853248,5
SCZ_F,710418302,SCZ_F_710418302,ADDB_696_708,5.360867784153708,0.9975866216909631,5
SCZ_F,710418302,SCZ_F_710418302,GSUB_61_73,4.994887076606347,0.9776610893556426,5
SCZ_F,710418302,SCZ_F_710418302,NR4A1_344_356,5.168411949346743,0.9962801667397982,5
SCZ_F,710418302,SCZ_F_710418302,RAF1_253_265,7.811965338188277,0.999529154510322,5
SCZ_F,710418302,SCZ_F_710418302,ADDB_706_718,6.200597920694691,0.998352374719767,5
SCZ_F,710418302,SCZ_F_710418302,C1R_201_213,4.873850333844511,0.99922045680238325,5
SCZ_F,710418302,SCZ_F_710418302,GYS2_1_13,8.841460504959096,0.9999504383874855,5
SCZ_F,710418302,SCZ_F_710418302,RAP1B_172_184,10.226911984792833,0.9999865098021516,5
SCZ_F,710418302,SCZ_F_710418302,H2B1B_ 27_40,8.92705114947492,0.9998008080287303,5
SCZ_F,710418302,SCZ_F_710418302,KIF2C_105_118_S106G,10.317540604926482,0.9999856410325826,5
SCZ_F,710418302,SCZ_F_710418302,MP2K1_287_299,4.148596492001801,0.9971111311727001,5
SCZ_F,710418302,SCZ_F_710418302,ERBB2_679_691,9.019223543623548,0.9999851374109824,5
SCZ_F,710418302,SCZ_F_710418302,H32_3_18,5.269259026374423,0.9988466945270587,5
SCZ_F,710418302,SCZ_F_710418302,KPCB_19_31_A25S,8.570285344234703,0.9999374111082028,5
SCZ_F,710418302,SCZ_F_710418302,ERF_519_531,7.961203950350059,0.9999189753383766,5
SCZ_F,710418302,SCZ_F_710418302,MPIP1_172_184,3.072979445357106,0.9109543872504121,5
SCZ_F,710418302,SCZ_F_710418302,PDE5A_95_107,8.888053953595664,0.9998835685285004,5
SCZ_F,710418302,SCZ_F_710418302,MPIP3_208_220,2.664396968215561,0.8320754716981132,5
SCZ_M,710418305,SCZ_M_710418305,PLEK_106_118,9.79741682500241,0.9999223548342535,5
SCZ_M,710418305,SCZ_M_710418305,LMNA_192_204,5.932966815739367,0.9918946635485019,5
SCZ_M,710418305,SCZ_M_710418305,RBL2_655_667,8.807719438429835,0.9999181363420963,5
SCZ_M,710418305,SCZ_M_710418305,ACM1_444_456,5.393613062776833,0.9871424480575265,5
SCZ_M,710418305,SCZ_M_710418305,CENPA_1_14,9.536375522863247,0.9997656271340863,5
SCZ_M,710418305,SCZ_M_710418305,NEK2_172_184,5.218985819893199,0.9930063300816488,5
SCZ_M,710418305,SCZ_M_710418305,PPR1A_28_40,10.659962244743227,0.9999701621985909,5
SCZ_M,710418305,SCZ_M_710418305,BAD_69_81,7.478788694795451,0.9988033328416319,5
SCZ_M,710418305,SCZ_M_710418305,KAPCG_192_206,5.608586105247055,0.9938349324107429,5
SCZ_M,710418305,SCZ_M_710418305,MARCS_152_164,5.540036629839641,0.9966886071302136,5
SCZ_M,710418305,SCZ_M_710418305,NEK3_158_170,5.1744546599228265,0.9977003355266024,5
SCZ_M,710418305,SCZ_M_710418305,ACM5_494_506,5.90325660114078,0.9949748823226928,5
SCZ_M,710418305,SCZ_M_710418305,BAD_93_105,5.6362142004448526,0.9929089526901511,5
SCZ_M,710418305,SCZ_M_710418305,GPR6_349_361,11.011939248164818,0.9999733424522398,5
SCZ_M,710418305,SCZ_M_710418305,BCKD_45_57,6.809783293344445,0.9987930268797581,5
SCZ_M,710418305,SCZ_M_710418305,VASP_271_283,11.127872686442611,0.9999349505648347,5
SCZ_M,710418305,SCZ_M_710418305,ADDB_696_708,6.228455702686471,0.994576164445676,5
SCZ_M,710418305,SCZ_M_710418305,GSUB_61_73,5.4077888315412,0.988398881669374,5
SCZ_M,710418305,SCZ_M_710418305,NR4A1_344_356,4.955074129118484,0.99444264563035345,5
SCZ_M,710418305,SCZ_M_710418305,RAF1_253_265,8.27910681233077,0.9996172691758897,5
SCZ_M,710418305,SCZ_M_710418305,ADDB_706_718,6.671891504762486,0.9985575851244982,5
SCZ_M,710418305,SCZ_M_710418305,C1R_201_213,5.195407030855994,0.9938241804574681,5
SCZ_M,710418305,SCZ_M_710418305,GYS2_1_13,9.815715585259815,0.9998717162751648,5
SCZ_M,710418305,SCZ_M_710418305,RAP1B_172_184,10.448798122180946,0.9999792352169904,5
SCZ_M,710418305,SCZ_M_710418305,H2B1B_ 27_40,9.469910543448998,0.999943719423487,5
SCZ_M,710418305,SCZ_M_710418305,KIF2C_105_118_S106G,10.845253330123287,0.9999904383250444,5
SCZ_M,710418305,SCZ_M_710418305,MP2K1_287_299,4.559791924986251,0.9621779397999901,5
SCZ_M,710418305,SCZ_M_710418305,ERBB2_679_691,9.60355636729642,0.9999632171546119,5
SCZ_M,710418305,SCZ_M_710418305,H32_3_18,6.077017217488709,0.99797039628566,5
SCZ_M,710418305,SCZ_M_710418305,KPCB_19_31_A25S,9.040057047040714,0.9999687578009151,5
SCZ_M,710418305,SCZ_M_710418305,ERF_519_531,9.4972116517252,0.9998981483440376,5
