Group,Barcode,SampleName,Peptide,slope,r.seq,nobs
021-N,710373410,021-N_710373410,CDN1A_139_151,9.094202202993378,0.9999729582462976,5
021-N,710373410,021-N_710373410,FIBA_569_581,2.3381687358945733,0.8974634512057978,5
021-N,710373410,021-N_710373410,LIPS_944_956,6.357883925714887,0.9995122616913585,5
021-N,710373410,021-N_710373410,PLEK_106_118,5.893215658711442,0.9995567599149786,5
021-N,710373410,021-N_710373410,GRIK2_708_720,8.540621545736924,0.9999768072770211,5
021-N,710373410,021-N_710373410,FOXO3_25_37,3.8092979459753975,0.9948442089708242,5
021-N,710373410,021-N_710373410,RBL2_655_667,3.636214200444853,0.9860386440524033,5
021-N,710373410,021-N_710373410,KAP2_92_104,7.100414406398618,0.9995770698980762,5
021-N,710373410,021-N_710373410,RS6_228_240,7.745912108666889,0.9999021929830322,5
021-N,710373410,021-N_710373410,ACM1_444_456,2.715023041285529,0.9978083546181099,5
021-N,710373410,021-N_710373410,BAD_112_124,4.92582032414337,0.9985383514420265,5
021-N,710373410,021-N_710373410,CENPA_1_14,4.224820792623289,0.9978368437630181,5
021-N,710373410,021-N_710373410,FRAP_2443_2455,3.4790938656143333,0.9970056803585192,5
021-N,710373410,021-N_710373410,NEK2_172_184,2.226275855823676,0.9918400258022899,5
021-N,710373410,021-N_710373410,PPR1A_28_40,4.894131364893177,0.9990129634024205,5
021-N,710373410,021-N_710373410,ADRB2_338_350,6.898929309905836,0.9999511342600577,5
021-N,710373410,021-N_710373410,KCC2G_278_289,4.226275855823676,0.9971667713758791,5
021-N,710373410,021-N_710373410,RYR1_4317_4329,6.679347309681533,0.9998720451095207,5
021-N,710373410,021-N_710373410,ACM4_456_468,2.677221008573145,0.9901008012406307,5
021-N,710373410,021-N_710373410,BAD_69_81,2.715023041285529,0.9978083546181099,5
021-N,710373410,021-N_710373410,KAPCG_192_206,2.104969559601543,0.9808301886792452,5
021-N,710373410,021-N_710373410,MARCS_152_164,3.0534392589614607,0.995321577296797,5
021-N,710373410,021-N_710373410,PRKDC_2618_2630,3.266432982295659,0.9894248326232501,5
021-N,710373410,021-N_710373410,REL_260_272,6.397170084740057,0.9998731749163936,5
021-N,710373410,021-N_710373410,KCNA1_438_450,3.6097014474293085,0.9972579569277683,5
021-N,710373410,021-N_710373410,SCN7A_898_910,6.080641575394326,0.9997753596498999,5
021-N,710373410,021-N_710373410,ACM5_494_506,3.508093737336886,0.9928432951970073,5
021-N,710373410,021-N_710373410,BAD_93_105,4.015230939549301,0.9933712044363291,5
021-N,710373410,021-N_710373410,CSF1R_701_713,7.081445753252878,0.9997480240768369,5
021-N,710373410,021-N_710373410,GPR6_349_361,3.4594316186372973,0.9973561430793156,5
021-N,710373410,021-N_710373410,KCNA2_442_454,3.8266683971144384,0.9962546024699188,5
021-N,710373410,021-N_710373410,MARCS_160_172,2.996593398556751,0.998822150273529,5
021-N,710373410,021-N_710373410,NMDZ1_890_902,7.304125272367609,0.9998444596554938,5
021-N,710373410,021-N_710373410,PTK6_436_448,7.015651734372436,0.9999203587216662,5
021-N,710373410,021-N_710373410,CAC1C_1974_1986,7.240926304333096,0.9996906155616437,5
021-N,710373410,021-N_710373410,KPB1_1011_1023,6.83765768222113,0.9997052124831468,5
021-N,710373410,021-N_710373410,ACM5_498_510,3.0794344674944054,0.9887383614956401,5
021-N,710373410,021-N_710373410,BCKD_45_57,4.055077754357215,0.9982649740839347,5
021-N,710373410,021-N_710373410,GPSM2_394_406,6.114822726168459,0.9996694426763509,5
021-N,710373410,021-N_710373410,KCNA3_461_473,2.672958981718985,0.9753607103218646,5
021-N,710373410,021-N_710373410,MBP_222_234,3.063242433991819,0.9980623506077404,5
021-N,710373410,021-N_710373410,NOS3_1171_1183,6.243982291482268,0.9998301632749923,5
021-N,710373410,021-N_710373410,STK6_283_295,7.889432215024481,0.9999636496556215,5
021-N,710373410,021-N_710373410,CFTR_730_742,7.481837502018194,0.9998123722897353,5
021-N,710373410,021-N_710373410,MYPC3_268_280,8.301194190905841,0.9999649160882347,5
021-N,710373410,021-N_710373410,VASP_271_283,5.318521493444114,0.9983495587664208,5
021-N,710373410,021-N_710373410,ADDB_696_708,2.416737788268683,0.9812423425630973,5
021-N,710373410,021-N_710373410,DCX_49_61,2.543542573341176,0.9685636031649422,5
021-N,710373410,021-N_710373410,GSUB_61_73,2.7719254325200064,0.9658313679245283,5
021-N,710373410,021-N_710373410,NR4A1_344_356,3.6405860069444924,0.977911322992905,5
021-N,710373410,021-N_710373410,RAF1_253_265,3.8054092777426347,0.9990374993176979,5
021-N,710373410,021-N_710373410,STMN2_90_102,5.047689826196339,0.9983006523208067,5
021-N,710373410,021-N_710373410,CGHB_109_121,5.992323803724367,0.999907421477339,5
021-N,710373410,021-N_710373410,NCF1_296_308,7.461904104316819,0.9999300933478278,5
021-N,710373410,021-N_710373410,VTNC_390_402,7.876748593168081,0.9999436738939486,5
021-N,710373410,021-N_710373410,ADDB_706_718,4.2564980042379394,0.9923977060626867,5
021-N,710373410,021-N_710373410,GYS2_1_13,4.272079545436801,0.9977031180125405,5
021-N,710373410,021-N_710373410,RAP1B_172_184,3.4692962385468533,0.9940828573077145,5
021-N,710373410,021-N_710373410,CREB1_126_138,7.863134319473581,0.9998380173587348,5
021-N,710373410,021-N_710373410,NCF1_321_333,7.4592769474990215,0.9997965650863578,5
021-N,710373410,021-N_710373410,CA2D1_494_506,1.7877793837208438,0.9872936320754716,5
021-N,710373410,021-N_710373410,H2B1B_ 27_40,3.681470481574503,0.9902983316557086,5
021-N,710373410,021-N_710373410,KIF2C_105_118_S106G,6.83765768222113,0.9997340415402303,5
021-N,710373410,021-N_710373410,MP2K1_287_299,3.1789701410453195,0.9993493819128172,5
021-N,710373410,021-N_710373410,P53_12_24,2.8343219696578736,0.9948060990043862,5
021-N,710373410,021-N_710373410,RB_242_254,2.681470481574503,0.9959507193934695,5
021-N,710373410,021-N_710373410,DESP_2842_2854,4.308253157990286,0.9996101293826444,5
021-N,710373410,021-N_710373410,NFKB1_330_342,6.488825403632107,0.9999108546392217,5
021-N,710373410,021-N_710373410,ANDR_785_797,4.857980995127573,0.9989466606902735,5
021-N,710373410,021-N_710373410,CD27_212_224,3.1638632486551117,0.9993134910089468,5
021-N,710373410,021-N_710373410,ERBB2_679_691,5.184968881666762,0.9987973108774042,5
021-N,710373410,021-N_710373410,H32_3_18,3.698344300138899,0.9934392511595694,5
021-N,710373410,021-N_710373410,KPCB_19_31_A25S,4.426897654488905,0.9971840063839419,5
021-N,710373410,021-N_710373410,P53_308_323,3.133166451432195,0.9926318688885828,5
021-N,710373410,021-N_710373410,TOP2A_1463_1475,8.529835676248496,0.999921046848073,5
021-N,710373410,021-N_710373410,E1A_ADE05_212_224,7.081244750808682,0.9998293610092915,5
021-N,710373410,021-N_710373410,PLM_76_88,3.3300712681959768,0.9963140913235603,5
021-N,710373410,021-N_710373410,KAP3_107_119,8.461826903244377,0.9998852922410728,5
021-N,710373410,021-N_710373410,ANXA1_209_221,3.220446777021479,0.9454728604083531,5
021-N,710373410,021-N_710373410,ERF_519_531,1.747812976403199,0.9800185586142901,5
021-N,710373410,021-N_710373410,KPCB_626_639,1.7067077730735256,0.9736174365647364,5
021-N,710373410,021-N_710373410,MPIP1_172_184,3.731511164074098,0.9958727670946611,5
021-N,710373410,021-N_710373410,VASP_150_162,7.103980531633221,0.9999740594724685,5
021-N,710373410,021-N_710373410,EPB42_241_253,6.348895142487632,0.9991508845042311,5
021-N,710373410,021-N_710373410,PTN12_32_44,7.673625753945528,0.9999509051211791,5
021-N,710373410,021-N_710373410,KCNA6_504_516,8.995367183670181,0.999954858769615,5
021-N,710373410,021-N_710373410,CDK7_163_175,3.9620775168562465,0.9963724516618963,5
021-N,710373410,021-N_710373410,ESR1_160_172,6.818009314522269,0.9997992595529247,5
021-N,710373410,021-N_710373410,KS6A1_374_386,2.4420045468791134,0.9781132075471698,5
021-N,710373410,021-N_710373410,MPIP3_208_220,3.2999855420066857,0.9905987566801177,5
021-N,710373410,021-N_710373410,RB_803_815,2.795641501493814,0.9865520507029942,5
021-N,710373410,021-N_710373410,GBRB2_427_439,8.451211111832329,0.9999707363203849,5
021-N,710373410,021-N_710373410,TY3H_65_77,8.356223556051946,0.9999579791957901,5
F034A-N,710373410,F034A-N_710373410,CDN1A_139_151,7.589916086441379,0.9999771835548961,5
F034A-N,710373410,F034A-N_710373410,FIBA_569_581,1.6208076996678786,0.8951819407008086,5
F034A-N,710373410,F034A-N_710373410,LIPS_944_956,4.718128952153351,0.9985709227682535,5
F034A-N,710373410,F034A-N_710373410,PLEK_106_118,4.379296621028184,0.9989071711250144,5
F034A-N,710373410,F034A-N_710373410,GRIK2_708_720,6.677486967656005,0.9999006236080935,5
F034A-N,710373410,F034A-N_710373410,FOXO3_25_37,3.416737788268683,0.9941534260178749,5
F034A-N,710373410,F034A-N_710373410,RBL2_655_667,1.937415462621977,0.9842130403630284,5
F034A-N,710373410,F034A-N_710373410,KAP2_92_104,5.535348745809463,0.9985594531342968,5
F034A-N,710373410,F034A-N_710373410,RS6_228_240,5.768933322824842,0.9997893189495635,5
F034A-N,710373410,F034A-N_710373410,ACM1_444_456,2.4668363998590492,0.9757785860422823,5
F034A-N,710373410,F034A-N_710373410,BAD_112_124,3.1638632486551117,0.9993134910089468,5
F034A-N,710373410,F034A-N_710373410,CENPA_1_14,3.0794344674944054,0.9939285891150398,5
F034A-N,710373410,F034A-N_710373410,FRAP_2443_2455,2.1362656900910815,0.9312006861063464,5
F034A-N,710373410,F034A-N_710373410,NEK2_172_184,1.8266683971144382,0.9664752529395679,5
F034A-N,710373410,F034A-N_710373410,PPR1A_28_40,3.6920397232846898,0.9958719782668677,5
F034A-N,710373410,F034A-N_710373410,ADRB2_338_350,5.143984783095988,0.9986708563791216,5
F034A-N,710373410,F034A-N_710373410,KCC2G_278_289,3.148596492001801,0.9971111311727001,5
F034A-N,710373410,F034A-N_710373410,RYR1_4317_4329,4.770928751968525,0.998883190611359,5
