Kinase,Z,method,AvgZ
DMPK,3.09,710418301F>0.15,1.5858333333333332
BRSK,1.99,710418301F>0.15,2.96625
MAPKAPK,1.96,710418301F>0.15,0.9633333333333333
PDHK,-1.89,710418301F>0.15,-0.6095833333333334
DYRK,1.84,710418301F>0.15,1.5925
MELK,1.83,710418301F>0.15,0.9475
NMO,-1.72,710418301F>0.15,-1.255
MLK,-1.58,710418301F>0.15,-1.0395833333333333
PLK,-1.41,710418301F>0.15,-1.07375
RAF,1.28,710418301F>0.15,0.025416666666666667
RIPK,-1.27,710418301F>0.15,-1.1116666666666666
PHK,1.24,710418301F>0.15,0.5895833333333333
CAMK1,-1.21,710418301F>0.15,-0.022916666666666693
MLCK,1.17,710418301F>0.15,0.53875
PKD,-1.15,710418301F>0.15,-0.6325000000000001
PKCH,1.14,710418301F>0.15,1.4475
MST,1.14,710418301F>0.15,0.8308333333333333
VRK1,1.13,710418301F>0.15,0.32083333333333336
COT,-1.1,710418301F>0.15,-0.39
IKK,-1.09,710418301F>0.15,-1.2904166666666668
PDK1,1.09,710418301F>0.15,1.3745833333333333
PAKB,1.05,710418301F>0.15,1.0108333333333333
CK1,-1.05,710418301F>0.15,-1.1445833333333333
SGK,1.04,710418301F>0.15,0.19416666666666668
PEK,-1.01,710418301F>0.15,-0.19333333333333338
MSN,-1.01,710418301F>0.15,-0.7316666666666667
ATM,-1.01,710418301F>0.15,-0.73125
ERK,0.99,710418301F>0.15,1.4104166666666667
AMPK,-0.98,710418301F>0.15,-0.8229166666666666
STE7,-0.93,710418301F>0.15,-0.48416666666666675
BARK2,-0.88,710418301F>0.15,-0.6375
MARK,0.88,710418301F>0.15,0.91875
IRAK,0.86,710418301F>0.15,0.6529166666666667
STE11,-0.81,710418301F>0.15,0.08291666666666667
PIM,0.79,710418301F>0.15,0.06749999999999998
TLK,-0.71,710418301F>0.15,-0.51375
PKN,-0.71,710418301F>0.15,1.0154166666666666
NUAK,-0.71,710418301F>0.15,-0.5175
AUR,0.7,710418301F>0.15,0.02500000000000001
HAL,-0.7,710418301F>0.15,-0.5125
NAK,-0.7,710418301F>0.15,-0.5108333333333334
TTK,-0.69,710418301F>0.15,-0.5208333333333334
DAPK,0.67,710418301F>0.15,0.9479166666666666
RSK,-0.6,710418301F>0.15,-1.2166666666666668
FRAY,-0.6,710418301F>0.15,-0.14791666666666667
CK2,-0.54,710418301F>0.15,-0.195
WNK,-0.52,710418301F>0.15,1.1670833333333333
GSK,0.51,710418301F>0.15,-0.2275
CAMKK,-0.51,710418301F>0.15,-0.36041666666666666
ULK,-0.51,710418301F>0.15,-0.36
CLK,-0.5,710418301F>0.15,-0.35875
SLK,-0.5,710418301F>0.15,-0.3666666666666667
TAO,-0.5,710418301F>0.15,-0.36375
MOS,-0.5,710418301F>0.15,-0.36125
AKT,0.5,710418301F>0.15,-0.38416666666666666
NIK,-0.49,710418301F>0.15,-0.35833333333333334
BUD32,-0.49,710418301F>0.15,-0.3675
PASK,-0.48,710418301F>0.15,-0.36083333333333334
KHS,-0.48,710418301F>0.15,-0.3620833333333333
ATR,-0.4,710418301F>0.15,-0.46625
QIK,0.39,710418301F>0.15,-0.475
STKR,-0.37,710418301F>0.15,-0.06791666666666668
PKCD,0.33,710418301F>0.15,-0.38625
CHK1,0.3,710418301F>0.15,0.6008333333333333
P38,0.3,710418301F>0.15,0.9462499999999999
PRKDC,-0.29,710418301F>0.15,-0.5016666666666667
PAKA,-0.28,710418301F>0.15,-0.009999999999999997
GRK,-0.28,710418301F>0.15,-0.3420833333333333
CAMK2,-0.26,710418301F>0.15,-0.12208333333333338
RAD53,0.26,710418301F>0.15,0.5979166666666667
PKG,-0.2,710418301F>0.15,-0.028333333333333332
JNK,0.2,710418301F>0.15,0.5129166666666667
PKCI,-0.18,710418301F>0.15,0.2875
LKB,-0.09,710418301F>0.15,0.3275
NEK,-0.08,710418301F>0.15,-0.07375000000000002
CDK,0.08,710418301F>0.15,0.18208333333333332
PKCA,-0.03,710418301F>0.15,0.10708333333333335
MTOR,0.03,710418301F>0.15,-0.06999999999999992
PKA,0.03,710418301F>0.15,-0.12083333333333335
NDR,0.01,710418301F>0.15,-0.3333333333333333
DMPK,2.9,710418301F>0.2,1.5858333333333332
BRSK,2.31,710418301F>0.2,2.96625
MELK,2.06,710418301F>0.2,0.9475
MAPKAPK,1.81,710418301F>0.2,0.9633333333333333
CAMK1,-1.74,710418301F>0.2,-0.022916666666666693
NMO,-1.67,710418301F>0.2,-1.255
PDHK,-1.55,710418301F>0.2,-0.6095833333333334
MLK,-1.49,710418301F>0.2,-1.0395833333333333
RIPK,-1.44,710418301F>0.2,-1.1116666666666666
