Kinase,Z,method,AvgZ
CAMKK,-1.31,710373507>0.15,-1.25
MOS,-1.31,710373507>0.15,-1.2325
NIK,-1.29,710373507>0.15,-1.225
RIPK,1.16,710373507>0.15,1.3525
PKN,1.11,710373507>0.15,0.8275
GSK,-1.11,710373507>0.15,-0.9400000000000001
VRK1,-1.09,710373507>0.15,-0.9600000000000001
HAL,1.07,710373507>0.15,1.1400000000000001
MARK,1.05,710373507>0.15,0.75
PAKB,1.04,710373507>0.15,0.765
DAPK,0.88,710373507>0.15,0.8
PEK,-0.83,710373507>0.15,-0.6025
MTOR,-0.83,710373507>0.15,-1.305
PASK,0.79,710373507>0.15,0.8275
BRSK,0.79,710373507>0.15,0.32
MLCK,0.79,710373507>0.15,0.9
KHS,0.77,710373507>0.15,0.8125
WNK,0.77,710373507>0.15,0.8200000000000001
TAO,0.76,710373507>0.15,0.8125
NDR,0.74,710373507>0.15,0.6575
ATR,-0.73,710373507>0.15,-1.1125
IKK,-0.57,710373507>0.15,-0.3775
MSN,0.49,710373507>0.15,0.34
RAF,-0.49,710373507>0.15,-0.6725
CAMK2,-0.38,710373507>0.15,-0.2775
MLK,0.33,710373507>0.15,0.3275
COT,-0.2,710373507>0.15,-0.2725
FRAY,0.18,710373507>0.15,0.1875
CHK1,-0.12,710373507>0.15,-0.355
QIK,0.09,710373507>0.15,0.03500000000000001
NEK,-0.09,710373507>0.15,-0.195
BARK2,0.08,710373507>0.15,-0.39249999999999996
DYRK,-4.61,710373507>0.2,-4.605
PKA,4.31,710373507>0.2,4.2075
JNK,-4.05,710373507>0.2,-3.9299999999999997
ERK,-3.9,710373507>0.2,-4.0024999999999995
NMO,-3.84,710373507>0.2,-3.6174999999999997
DMPK,3.53,710373507>0.2,3.56
PAKA,3.46,710373507>0.2,3.465
P38,-3.45,710373507>0.2,-3.6
RSK,3.38,710373507>0.2,3.51
PKG,3.24,710373507>0.2,3.2325
PIM,3.1,710373507>0.2,3.2800000000000002
RAD53,2.98,710373507>0.2,2.7075
PLK,-2.92,710373507>0.2,-2.825
CDK,-2.82,710373507>0.2,-2.5949999999999998
AKT,2.72,710373507>0.2,2.7475
LKB,-2.62,710373507>0.2,-2.5075000000000003
STE7,-2.6,710373507>0.2,-2.5300000000000002
PDK1,-2.38,710373507>0.2,-2.525
PKCA,2.31,710373507>0.2,2.39
STE11,-2.3,710373507>0.2,-2.2275
PKD,2.16,710373507>0.2,2.4025
PKCH,2.14,710373507>0.2,2.06
PHK,2.1,710373507>0.2,2.04
SGK,2.07,710373507>0.2,1.79
PKCI,2,710373507>0.2,1.84
STKR,-1.96,710373507>0.2,-1.8074999999999999
NAK,-1.94,710373507>0.2,-1.795
TLK,-1.9,710373507>0.2,-1.78
NUAK,-1.89,710373507>0.2,-1.755
MAPKAPK,1.82,710373507>0.2,1.7349999999999999
TTK,-1.82,710373507>0.2,-1.7675
PDHK,1.79,710373507>0.2,1.8775
AMPK,1.77,710373507>0.2,1.93
MST,-1.76,710373507>0.2,-1.5325
PKCD,1.66,710373507>0.2,1.8525
PRKDC,-1.66,710373507>0.2,-2.025
IRAK,-1.62,710373507>0.2,-1.54
ATM,-1.61,710373507>0.2,-1.475
GRK,-1.58,710373507>0.2,-1.3825
CK2,-1.54,710373507>0.2,-1.3775
CK1,-1.47,710373507>0.2,-1.225
MELK,1.47,710373507>0.2,1.2225
AUR,1.38,710373507>0.2,1.5174999999999998
BUD32,-1.37,710373507>0.2,-1.2675
SLK,-1.36,710373507>0.2,-1.2475
CLK,-1.34,710373507>0.2,-1.25
CAMK1,1.34,710373507>0.2,1.2325
ULK,-1.32,710373507>0.2,-1.2325
CAMKK,-1.31,710373507>0.2,-1.25
MOS,-1.31,710373507>0.2,-1.2325
NIK,-1.29,710373507>0.2,-1.225
RIPK,1.16,710373507>0.2,1.3525
PKN,1.11,710373507>0.2,0.8275
GSK,-1.11,710373507>0.2,-0.9400000000000001
VRK1,-1.09,710373507>0.2,-0.9600000000000001
HAL,1.07,710373507>0.2,1.1400000000000001
MARK,1.05,710373507>0.2,0.75
PAKB,1.04,710373507>0.2,0.765
DAPK,0.88,710373507>0.2,0.8
PEK,-0.83,710373507>0.2,-0.6025
MTOR,-0.83,710373507>0.2,-1.305
PASK,0.79,710373507>0.2,0.8275
BRSK,0.79,710373507>0.2,0.32
MLCK,0.79,710373507>0.2,0.9
KHS,0.77,710373507>0.2,0.8125
WNK,0.77,710373507>0.2,0.8200000000000001
TAO,0.76,710373507>0.2,0.8125
NDR,0.74,710373507>0.2,0.6575
ATR,-0.73,710373507>0.2,-1.1125
IKK,-0.57,710373507>0.2,-0.3775
MSN,0.49,710373507>0.2,0.34
RAF,-0.49,710373507>0.2,-0.6725
CAMK2,-0.38,710373507>0.2,-0.2775
MLK,0.33,710373507>0.2,0.3275
COT,-0.2,710373507>0.2,-0.2725
FRAY,0.18,710373507>0.2,0.1875
CHK1,-0.12,710373507>0.2,-0.355
QIK,0.09,710373507>0.2,0.03500000000000001
NEK,-0.09,710373507>0.2,-0.195
BARK2,0.08,710373507>0.2,-0.39249999999999996
DYRK,-4.36,710373507>0.3,-4.605
PKA,4.16,710373507>0.3,4.2075
JNK,-3.8,710373507>0.3,-3.9299999999999997
NMO,-3.66,710373507>0.3,-3.6174999999999997
P38,-3.64,710373507>0.3,-3.6
PAKA,3.6,710373507>0.3,3.465
ERK,-3.59,710373507>0.3,-4.0024999999999995
RSK,3.39,710373507>0.3,3.51
DMPK,3.23,710373507>0.3,3.56
PKG,3.16,710373507>0.3,3.2325
PLK,-3.08,710373507>0.3,-2.825
AKT,2.79,710373507>0.3,2.7475
PIM,2.79,710373507>0.3,3.2800000000000002
RAD53,2.75,710373507>0.3,2.7075
PRKDC,-2.69,710373507>0.3,-2.025
STE7,-2.66,710373507>0.3,-2.5300000000000002
PKD,2.44,710373507>0.3,2.4025
LKB,-2.34,710373507>0.3,-2.5075000000000003
PKCH,2.21,710373507>0.3,2.06
CDK,-2.14,710373507>0.3,-2.5949999999999998
PKCA,2.13,710373507>0.3,2.39
STE11,-2.07,710373507>0.3,-2.2275
PKCI,2.04,710373507>0.3,1.84
PDHK,2,710373507>0.3,1.8775
PDK1,-1.97,710373507>0.3,-2.525
STKR,-1.91,710373507>0.3,-1.8074999999999999
AMPK,1.89,710373507>0.3,1.93
PHK,1.89,710373507>0.3,2.04
ATR,-1.82,710373507>0.3,-1.1125
TTK,-1.81,710373507>0.3,-1.7675
TLK,-1.8,710373507>0.3,-1.78
PKCD,1.8,710373507>0.3,1.8525
NAK,-1.78,710373507>0.3,-1.795
NUAK,-1.75,710373507>0.3,-1.755
SGK,1.68,710373507>0.3,1.79
MAPKAPK,1.66,710373507>0.3,1.7349999999999999
CK1,-1.56,710373507>0.3,-1.225
MST,-1.54,710373507>0.3,-1.5325
IRAK,-1.52,710373507>0.3,-1.54
ATM,-1.51,710373507>0.3,-1.475
GRK,-1.49,710373507>0.3,-1.3825
CK2,-1.46,710373507>0.3,-1.3775
CAMK1,1.45,710373507>0.3,1.2325
AUR,1.41,710373507>0.3,1.5174999999999998
RIPK,1.37,710373507>0.3,1.3525
CAMKK,-1.29,710373507>0.3,-1.25
BUD32,-1.28,710373507>0.3,-1.2675
ULK,-1.26,710373507>0.3,-1.2325
NIK,-1.26,710373507>0.3,-1.225
CLK,-1.25,710373507>0.3,-1.25
MOS,-1.25,710373507>0.3,-1.2325
SLK,-1.23,710373507>0.3,-1.2475
PKN,1.18,710373507>0.3,0.8275
MELK,1.17,710373507>0.3,1.2225
HAL,1.14,710373507>0.3,1.1400000000000001
PAKB,1.13,710373507>0.3,0.765
MTOR,-1.08,710373507>0.3,-1.305
MARK,1.07,710373507>0.3,0.75
VRK1,-1.05,710373507>0.3,-0.9600000000000001
BARK2,-1.04,710373507>0.3,-0.39249999999999996
DAPK,0.96,710373507>0.3,0.8
GSK,-0.93,710373507>0.3,-0.9400000000000001
NDR,0.88,710373507>0.3,0.6575
MLCK,0.87,710373507>0.3,0.9
RAF,-0.87,710373507>0.3,-0.6725
TAO,0.81,710373507>0.3,0.8125
WNK,0.81,710373507>0.3,0.8200000000000001
PASK,0.8,710373507>0.3,0.8275
KHS,0.79,710373507>0.3,0.8125
BRSK,0.77,710373507>0.3,0.32
IKK,-0.63,710373507>0.3,-0.3775
CHK1,-0.6,710373507>0.3,-0.355
MSN,0.54,710373507>0.3,0.34
NEK,-0.46,710373507>0.3,-0.195
QIK,-0.31,710373507>0.3,0.03500000000000001
FRAY,0.28,710373507>0.3,0.1875
PEK,-0.25,710373507>0.3,-0.6025
CAMK2,-0.25,710373507>0.3,-0.2775
COT,-0.08,710373507>0.3,-0.2725
MLK,-0.03,710373507>0.3,0.3275
DYRK,-4.84,710373507>0.4,-4.605
ERK,-4.62,710373507>0.4,-4.0024999999999995
PIM,4.13,710373507>0.4,3.2800000000000002
PKA,4.05,710373507>0.4,4.2075
DMPK,3.95,710373507>0.4,3.56
RSK,3.89,710373507>0.4,3.51
P38,-3.86,710373507>0.4,-3.6
JNK,-3.82,710373507>0.4,-3.9299999999999997
PDK1,-3.37,710373507>0.4,-2.525
PAKA,3.34,710373507>0.4,3.465
PKG,3.29,710373507>0.4,3.2325
NMO,-3.13,710373507>0.4,-3.6174999999999997
PKD,2.85,710373507>0.4,2.4025
PKCA,2.81,710373507>0.4,2.39
AKT,2.76,710373507>0.4,2.7475
CDK,-2.6,710373507>0.4,-2.5949999999999998
MTOR,-2.48,710373507>0.4,-1.305
LKB,-2.45,710373507>0.4,-2.5075000000000003
PLK,-2.38,710373507>0.4,-2.825
AMPK,2.29,710373507>0.4,1.93
PKCD,2.29,710373507>0.4,1.8525
STE7,-2.26,710373507>0.4,-2.5300000000000002
STE11,-2.24,710373507>0.4,-2.2275
RAD53,2.12,710373507>0.4,2.7075
PRKDC,-2.09,710373507>0.4,-2.025
PHK,2.07,710373507>0.4,2.04
PDHK,1.93,710373507>0.4,1.8775
AUR,1.9,710373507>0.4,1.5174999999999998
PKCH,1.75,710373507>0.4,2.06
RIPK,1.72,710373507>0.4,1.3525
MAPKAPK,1.64,710373507>0.4,1.7349999999999999
TTK,-1.62,710373507>0.4,-1.7675
NAK,-1.52,710373507>0.4,-1.795
TLK,-1.52,710373507>0.4,-1.78
NUAK,-1.49,710373507>0.4,-1.755
IRAK,-1.4,710373507>0.4,-1.54
STKR,-1.4,710373507>0.4,-1.8074999999999999
SGK,1.34,710373507>0.4,1.79
PKCI,1.32,710373507>0.4,1.84
HAL,1.28,710373507>0.4,1.1400000000000001
ATM,-1.17,710373507>0.4,-1.475
ATR,-1.17,710373507>0.4,-1.1125
MLCK,1.15,710373507>0.4,0.9
CAMKK,-1.09,710373507>0.4,-1.25
CLK,-1.07,710373507>0.4,-1.25
MST,-1.07,710373507>0.4,-1.5325
BRSK,-1.07,710373507>0.4,0.32
MOS,-1.06,710373507>0.4,-1.2325
NIK,-1.06,710373507>0.4,-1.225
BUD32,-1.05,710373507>0.4,-1.2675
SLK,-1.04,710373507>0.4,-1.2475
ULK,-1.03,710373507>0.4,-1.2325
CK2,-0.97,710373507>0.4,-1.3775
PASK,0.93,710373507>0.4,0.8275
WNK,0.93,710373507>0.4,0.8200000000000001
TAO,0.92,710373507>0.4,0.8125
KHS,0.92,710373507>0.4,0.8125
GRK,-0.88,710373507>0.4,-1.3825
RAF,-0.84,710373507>0.4,-0.6725
CAMK1,0.8,710373507>0.4,1.2325
MELK,0.78,710373507>0.4,1.2225
BARK2,-0.69,710373507>0.4,-0.39249999999999996
MLK,0.68,710373507>0.4,0.3275
COT,-0.61,710373507>0.4,-0.2725
VRK1,-0.61,710373507>0.4,-0.9600000000000001
GSK,-0.61,710373507>0.4,-0.9400000000000001
CHK1,-0.58,710373507>0.4,-0.355
PEK,-0.5,710373507>0.4,-0.6025
DAPK,0.48,710373507>0.4,0.8
CK1,-0.4,710373507>0.4,-1.225
NDR,0.27,710373507>0.4,0.6575
QIK,0.27,710373507>0.4,0.03500000000000001
IKK,0.26,710373507>0.4,-0.3775
MARK,-0.17,710373507>0.4,0.75
MSN,-0.16,710373507>0.4,0.34
PAKB,-0.15,710373507>0.4,0.765
NEK,-0.14,710373507>0.4,-0.195
FRAY,0.11,710373507>0.4,0.1875
CAMK2,-0.1,710373507>0.4,-0.2775
PKN,-0.09,710373507>0.4,0.8275
