BioNavigator Version	6.3.67.0	PamGrid Version	QuantitationType	Median_SigmBg	Protocol file name	Image Analysis_STKDate	Thu, 02 Sep 2021 12:24:39 GMT
MARCS_152_164		1.0	2.0	5.0	9.0	16.0	-1.0	2.0	3.0	10.0	16.0	2.0	2.0	6.0	7.0	15.0	1.0	1.0	4.0	6.0	14.0	2.0	-1.0	5.0	12.0	23.0	1.0	-1.0	4.0	11.0	24.0	1.0	3.0	6.0	13.0	24.0	1.0	2.0	5.0	10.0	23.0	1.0	2.0	5.0	11.0	23.0	1.0	2.0	4.0	9.0	19.0	3.0	0.0	5.0	9.0	18.0	-1.0	2.0	3.0	9.0	18.0
NEK3_158_170		-1.0	1.0	1.0	2.0	4.0	0.0	1.0	3.0	3.0	7.0	1.0	1.0	1.0	3.0	4.0	-1.0	1.0	1.0	2.0	4.0	0.0	0.0	2.0	1.0	3.0	2.0	2.0	1.0	3.0	6.0	0.0	0.0	1.0	3.0	6.0	1.0	-1.0	2.0	4.0	8.0	-1.0	0.0	1.0	3.0	10.0	0.0	1.0	2.0	2.0	6.0	0.0	1.0	3.0	4.0	6.0	1.0	1.0	2.0	5.0	6.0
PRKDC_2618_2630		1.0	2.0	3.0	11.0	19.0	1.0	2.0	5.0	11.0	25.0	-1.0	0.0	4.0	6.0	16.0	-1.0	2.0	3.0	7.0	15.0	1.0	2.0	4.0	8.0	17.0	1.0	4.0	4.0	9.0	17.0	1.0	1.0	4.0	11.0	20.0	1.0	4.0	3.0	8.0	17.0	-1.0	3.0	6.0	14.0	27.0	1.0	3.0	7.0	14.0	26.0	1.0	1.0	5.0	14.0	29.0	-2.0	1.0	7.0	8.0	25.0
REL_260_272		8.0	17.0	41.0	86.0	168.0	4.0	6.0	13.0	36.0	70.0	6.0	12.0	30.0	64.0	126.0	3.0	5.0	12.0	25.0	47.0	24.0	46.0	119.0	237.0	467.0	26.0	47.0	128.0	243.0	495.0	18.0	36.0	96.0	190.0	387.0	15.0	30.0	73.0	148.0	291.0	21.0	41.0	105.0	209.0	422.0	12.0	23.0	58.0	117.0	236.0	11.0	25.0	53.0	114.0	230.0	7.0	13.0	34.0	69.0	137.0
ART_025_CXGLRRWSLGGLRRWSL		8.0	13.0	33.0	65.0	133.0	2.0	4.0	13.0	26.0	54.0	6.0	7.0	19.0	44.0	86.0	2.0	4.0	8.0	16.0	32.0	34.0	67.0	175.0	351.0	688.0	31.0	68.0	166.0	329.0	646.0	28.0	56.0	143.0	287.0	564.0	23.0	44.0	119.0	231.0	472.0	30.0	63.0	149.0	303.0	602.0	15.0	28.0	75.0	153.0	306.0	10.0	20.0	46.0	95.0	191.0	8.0	18.0	47.0	95.0	190.0
KCNA1_438_450		0.0	3.0	6.0	11.0	25.0	0.0	2.0	2.0	7.0	12.0	-1.0	3.0	6.0	11.0	25.0	0.0	2.0	0.0	4.0	9.0	3.0	7.0	20.0	37.0	79.0	3.0	8.0	18.0	42.0	80.0	3.0	8.0	14.0	31.0	60.0	2.0	6.0	10.0	24.0	47.0	4.0	7.0	16.0	32.0	66.0	1.0	5.0	9.0	16.0	33.0	1.0	3.0	4.0	9.0	23.0	1.0	2.0	4.0	9.0	21.0
SCN7A_898_910		7.0	15.0	34.0	66.0	136.0	5.0	8.0	17.0	38.0	80.0	5.0	8.0	23.0	46.0	89.0	2.0	6.0	9.0	22.0	42.0	22.0	43.0	111.0	219.0	437.0	26.0	54.0	135.0	265.0	529.0	19.0	39.0	98.0	201.0	397.0	19.0	33.0	84.0	170.0	342.0	22.0	44.0	104.0	218.0	428.0	12.0	25.0	58.0	117.0	240.0	10.0	19.0	44.0	94.0	196.0	8.0	14.0	36.0	70.0	146.0
ACM5_494_506		1.0	0.0	4.0	12.0	23.0	0.0	3.0	10.0	16.0	32.0	0.0	1.0	5.0	8.0	19.0	1.0	2.0	5.0	10.0	18.0	2.0	4.0	14.0	26.0	53.0	4.0	6.0	14.0	28.0	56.0	1.0	4.0	14.0	32.0	61.0	0.0	3.0	11.0	24.0	50.0	4.0	6.0	12.0	25.0	51.0	3.0	3.0	10.0	20.0	44.0	1.0	3.0	9.0	18.0	40.0	2.0	4.0	6.0	15.0	32.0
BAD_93_105		4.0	4.0	7.0	15.0	33.0	3.0	4.0	9.0	18.0	41.0	2.0	-2.0	7.0	13.0	26.0	1.0	2.0	4.0	12.0	22.0	2.0	7.0	13.0	33.0	70.0	4.0	6.0	15.0	30.0	64.0	1.0	5.0	16.0	36.0	70.0	2.0	3.0	14.0	31.0	66.0	2.0	6.0	14.0	31.0	65.0	2.0	4.0	13.0	29.0	58.0	2.0	6.0	15.0	23.0	51.0	3.0	5.0	12.0	25.0	44.0
CSF1R_701_713		14.0	27.0	72.0	137.0	269.0	7.0	14.0	33.0	73.0	148.0	6.0	16.0	38.0	76.0	149.0	4.0	4.0	15.0	34.0	72.0	35.0	68.0	174.0	350.0	704.0	42.0	81.0	204.0	403.0	824.0	30.0	60.0	152.0	302.0	610.0	25.0	51.0	130.0	254.0	516.0	35.0	74.0	184.0	353.0	730.0	20.0	43.0	105.0	220.0	432.0	22.0	41.0	104.0	217.0	420.0	10.0	25.0	65.0	128.0	260.0
GPR6_349_361		1.0	0.0	6.0	11.0	22.0	3.0	1.0	3.0	9.0	14.0	-1.0	1.0	6.0	8.0	16.0	1.0	1.0	2.0	6.0	11.0	1.0	3.0	6.0	17.0	30.0	2.0	5.0	12.0	21.0	38.0	2.0	3.0	7.0	13.0	29.0	1.0	1.0	7.0	14.0	27.0	1.0	3.0	8.0	16.0	33.0	2.0	1.0	7.0	11.0	23.0	0.0	5.0	7.0	13.0	24.0	1.0	2.0	6.0	9.0	18.0
KCNA2_442_454		1.0	3.0	9.0	14.0	28.0	1.0	1.0	5.0	10.0	21.0	1.0	2.0	7.0	12.0	26.0	1.0	1.0	0.0	5.0	12.0	3.0	6.0	14.0	29.0	60.0	4.0	8.0	17.0	34.0	73.0	2.0	4.0	10.0	25.0	48.0	1.0	6.0	13.0	25.0	50.0	5.0	6.0	14.0	25.0	58.0	3.0	3.0	10.0	19.0	36.0	2.0	6.0	10.0	20.0	38.0	1.0	2.0	7.0	13.0	26.0
MARCS_160_172		0.0	1.0	4.0	8.0	16.0	1.0	0.0	5.0	9.0	18.0	-1.0	2.0	4.0	7.0	11.0	-2.0	0.0	3.0	6.0	13.0	0.0	3.0	4.0	8.0	20.0	1.0	3.0	4.0	11.0	23.0	1.0	2.0	7.0	14.0	28.0	0.0	2.0	6.0	12.0	24.0	1.0	2.0	7.0	14.0	27.0	2.0	2.0	6.0	10.0	22.0	1.0	2.0	4.0	9.0	17.0	1.0	4.0	5.0	11.0	19.0
NMDZ1_890_902		14.0	31.0	76.0	156.0	318.0	7.0	14.0	39.0	81.0	162.0	8.0	16.0	36.0	74.0	148.0	5.0	8.0	19.0	37.0	76.0	46.0	84.0	219.0	439.0	858.0	45.0	91.0	224.0	439.0	884.0	38.0	73.0	185.0	371.0	736.0	35.0	66.0	168.0	336.0	677.0	42.0	84.0	216.0	429.0	850.0	24.0	48.0	116.0	236.0	473.0	25.0	44.0	116.0	231.0	448.0	15.0	30.0	76.0	151.0	303.0
PTK6_436_448		11.0	26.0	63.0	130.0	259.0	7.0	14.0	36.0	73.0	155.0	8.0	16.0	40.0	78.0	158.0	4.0	9.0	21.0	43.0	86.0	35.0	71.0	175.0	346.0	682.0	31.0	59.0	155.0	312.0	618.0	26.0	52.0	136.0	264.0	534.0	23.0	45.0	112.0	221.0	441.0	34.0	67.0	167.0	339.0	687.0	19.0	39.0	97.0	194.0	395.0	21.0	39.0	100.0	198.0	403.0	10.0	24.0	61.0	127.0	251.0
SRC_413_425		0.0	-1.0	-1.0	-1.0	-2.0	-1.0	0.0	-1.0	0.0	1.0	-1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	-1.0	0.0	-1.0	-2.0	-2.0	-5.0	-14.0	2.0	-2.0	-2.0	-4.0	-10.0	-1.0	-1.0	-1.0	-3.0	-7.0	0.0	0.0	-2.0	-2.0	-5.0	-1.0	1.0	-4.0	-5.0	-13.0	1.0	-2.0	-1.0	0.0	-4.0	-1.0	1.0	-2.0	-4.0	-7.0	-1.0	0.0	-3.0	1.0	-4.0
CAC1C_1974_1986		16.0	28.0	73.0	156.0	301.0	8.0	18.0	44.0	88.0	173.0	9.0	17.0	45.0	87.0	176.0	5.0	10.0	24.0	53.0	100.0	49.0	93.0	242.0	483.0	955.0	59.0	117.0	287.0	572.0	1129.0	43.0	84.0	212.0	430.0	857.0	37.0	73.0	182.0	364.0	723.0	44.0	92.0	233.0	462.0	906.0	37.0	67.0	167.0	345.0	681.0	44.0	87.0	219.0	448.0	880.0	17.0	35.0	87.0	171.0	343.0
KPB1_1011_1023		11.0	23.0	61.0	116.0	227.0	4.0	12.0	22.0	50.0	98.0	9.0	15.0	38.0	78.0	166.0	2.0	6.0	13.0	31.0	60.0	44.0	87.0	228.0	444.0	900.0	47.0	92.0	230.0	454.0	898.0	36.0	73.0	182.0	358.0	719.0	31.0	61.0	151.0	312.0	612.0	40.0	83.0	197.0	400.0	796.0	21.0	39.0	94.0	187.0	391.0	15.0	27.0	72.0	147.0	298.0	10.0	22.0	61.0	121.0	245.0
SRC8_CHICK_423_435		0.0	-1.0	1.0	0.0	0.0	0.0	0.0	1.0	-1.0	-1.0	0.0	0.0	0.0	1.0	0.0	-1.0	-1.0	1.0	2.0	3.0	1.0	1.0	0.0	-2.0	-3.0	0.0	0.0	-4.0	-5.0	-8.0	0.0	0.0	-1.0	-4.0	-2.0	-1.0	-1.0	-2.0	-2.0	-1.0	0.0	-1.0	-1.0	-4.0	-2.0	0.0	-1.0	0.0	2.0	-1.0	0.0	1.0	2.0	-1.0	0.0	1.0	-1.0	1.0	5.0	4.0
ACM5_498_510		1.0	1.0	5.0	10.0	16.0	1.0	2.0	5.0	11.0	20.0	1.0	1.0	4.0	9.0	11.0	0.0	1.0	4.0	7.0	11.0	1.0	3.0	8.0	16.0	32.0	2.0	2.0	9.0	18.0	37.0	2.0	2.0	10.0	17.0	34.0	1.0	4.0	10.0	17.0	32.0	1.0	4.0	8.0	18.0	34.0	2.0	2.0	6.0	12.0	27.0	1.0	3.0	5.0	13.0	26.0	1.0	3.0	3.0	11.0	25.0
BCKD_45_57		2.0	2.0	9.0	17.0	33.0	1.0	2.0	9.0	17.0	36.0	0.0	1.0	8.0	12.0	25.0	1.0	1.0	5.0	10.0	22.0	2.0	6.0	13.0	25.0	50.0	4.0	7.0	19.0	35.0	69.0	2.0	5.0	14.0	27.0	55.0	4.0	7.0	15.0	29.0	61.0	3.0	8.0	11.0	31.0	60.0	3.0	4.0	12.0	20.0	37.0	2.0	5.0	12.0	24.0	52.0	2.0	3.0	7.0	19.0	40.0
CSK21_355_367		-1.0	-1.0	-2.0	-1.0	-1.0	1.0	0.0	1.0	2.0	1.0	0.0	1.0	-1.0	-1.0	2.0	-1.0	3.0	0.0	-1.0	3.0	1.0	-2.0	0.0	-4.0	-5.0	1.0	0.0	-1.0	-3.0	-6.0	1.0	0.0	-3.0	-2.0	-6.0	0.0	0.0	-1.0	0.0	-4.0	1.0	0.0	-1.0	-5.0	-5.0	1.0	1.0	0.0	1.0	-2.0	0.0	-1.0	-2.0	-2.0	-2.0	-1.0	1.0	-1.0	-1.0	0.0
GPSM2_394_406		7.0	13.0	34.0	67.0	140.0	2.0	5.0	14.0	25.0	50.0	5.0	10.0	24.0	49.0	98.0	4.0	4.0	6.0	15.0	33.0	19.0	36.0	92.0	185.0	370.0	24.0	45.0	112.0	230.0	454.0	14.0	28.0	72.0	146.0	290.0	11.0	21.0	58.0	119.0	238.0	15.0	37.0	87.0	182.0	366.0	9.0	17.0	42.0	89.0	170.0	8.0	19.0	45.0	92.0	185.0	5.0	8.0	24.0	46.0	96.0
KCNA3_461_473		1.0	1.0	1.0	7.0	13.0	-1.0	0.0	2.0	3.0	9.0	3.0	2.0	3.0	7.0	10.0	2.0	1.0	2.0	2.0	7.0	2.0	0.0	5.0	9.0	19.0	1.0	3.0	7.0	12.0	26.0	-1.0	3.0	7.0	9.0	20.0	1.0	2.0	6.0	9.0	22.0	3.0	2.0	7.0	14.0	26.0	0.0	2.0	4.0	6.0	9.0	2.0	0.0	4.0	9.0	18.0	1.0	3.0	4.0	6.0	15.0
MBP_222_234		1.0	1.0	4.0	8.0	17.0	1.0	0.0	5.0	10.0	20.0	0.0	1.0	3.0	7.0	12.0	-1.0	2.0	2.0	7.0	11.0	2.0	2.0	6.0	11.0	23.0	1.0	4.0	8.0	14.0	32.0	2.0	3.0	7.0	16.0	34.0	2.0	3.0	6.0	16.0	28.0	3.0	3.0	7.0	12.0	31.0	1.0	3.0	4.0	11.0	25.0	2.0	2.0	6.0	10.0	25.0	0.0	2.0	6.0	11.0	24.0
NOS3_1171_1183		7.0	15.0	40.0	76.0	151.0	7.0	10.0	32.0	65.0	127.0	5.0	8.0	23.0	49.0	95.0	4.0	5.0	15.0	30.0	62.0	13.0	27.0	67.0	138.0	274.0	17.0	32.0	77.0	152.0	314.0	14.0	27.0	66.0	138.0	262.0	11.0	23.0	56.0	118.0	235.0	17.0	33.0	80.0	167.0	336.0	10.0	22.0	52.0	104.0	212.0	10.0	21.0	53.0	107.0	213.0	9.0	16.0	39.0	78.0	161.0
RAB1A_187_199		0.0	2.0	2.0	3.0	5.0	-1.0	-2.0	2.0	4.0	6.0	0.0	-1.0	3.0	4.0	7.0	0.0	1.0	2.0	5.0	7.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	3.0	1.0	4.0	1.0	1.0	3.0	3.0	5.0	1.0	1.0	3.0	4.0	8.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0	2.0	1.0	5.0	1.0	0.0	2.0	2.0	5.0	0.0	2.0	2.0	4.0	8.0
STK6_283_295		25.0	46.0	120.0	235.0	475.0	21.0	35.0	95.0	189.0	373.0	12.0	25.0	58.0	121.0	242.0	10.0	16.0	46.0	95.0	188.0	67.0	126.0	328.0	656.0	1309.0	68.0	135.0	323.0	660.0	1283.0	57.0	118.0	289.0	588.0	1167.0	46.0	91.0	228.0	460.0	916.0	68.0	132.0	332.0	666.0	1292.0	49.0	101.0	249.0	506.0	1002.0	54.0	107.0	269.0	527.0	1062.0	32.0	61.0	158.0	322.0	639.0
CFTR_730_742		19.0	35.0	93.0	182.0	355.0	10.0	17.0	43.0	91.0	177.0	10.0	22.0	54.0	115.0	229.0	5.0	8.0	23.0	49.0	103.0	68.0	131.0	332.0	661.0	1277.0	68.0	134.0	339.0	660.0	1317.0	54.0	109.0	269.0	546.0	1089.0	45.0	94.0	232.0	465.0	938.0	57.0	114.0	290.0	576.0	1159.0	34.0	70.0	168.0	333.0	684.0	23.0	47.0	115.0	236.0	469.0	17.0	34.0	86.0	174.0	357.0
MYPC3_268_280		30.0	64.0	160.0	318.0	629.0	21.0	45.0	109.0	215.0	432.0	18.0	36.0	91.0	181.0	361.0	11.0	21.0	52.0	101.0	202.0	104.0	205.0	513.0	1019.0	2006.0	105.0	207.0	508.0	1004.0	2016.0	96.0	192.0	486.0	958.0	1912.0	90.0	175.0	445.0	877.0	1737.0	97.0	197.0	485.0	966.0	1938.0	58.0	116.0	291.0	589.0	1171.0	38.0	77.0	191.0	377.0	755.0	42.0	85.0	214.0	421.0	856.0
VASP_271_283		4.0	8.0	21.0	43.0	78.0	2.0	5.0	13.0	27.0	55.0	0.0	5.0	13.0	28.0	53.0	1.0	3.0	8.0	15.0	31.0	7.0	14.0	37.0	80.0	155.0	10.0	20.0	48.0	105.0	200.0	9.0	16.0	40.0	83.0	166.0	7.0	12.0	37.0	76.0	152.0	9.0	16.0	39.0	83.0	165.0	3.0	10.0	24.0	50.0	103.0	4.0	7.0	14.0	33.0	68.0	5.0	8.0	19.0	39.0	77.0
ADDB_696_708		1.0	1.0	4.0	6.0	10.0	1.0	0.0	3.0	4.0	11.0	0.0	1.0	4.0	4.0	11.0	-1.0	0.0	3.0	4.0	8.0	2.0	1.0	4.0	6.0	16.0	0.0	3.0	4.0	10.0	18.0	2.0	0.0	5.0	8.0	13.0	1.0	1.0	2.0	7.0	16.0	2.0	2.0	4.0	8.0	18.0	0.0	2.0	2.0	6.0	11.0	0.0	2.0	3.0	7.0	14.0	1.0	0.0	3.0	5.0	12.0
BRCA1_1451_1463		1.0	1.0	1.0	2.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	-1.0	1.0	3.0	-1.0	-1.0	0.0	1.0	3.0	1.0	0.0	1.0	2.0	3.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	-1.0	0.0	3.0	1.0	-1.0	-1.0	-1.0	2.0	0.0	-2.0	1.0	2.0	1.0	0.0	0.0	0.0	2.0	1.0	-1.0	-1.0	0.0	0.0	1.0	0.0	-1.0	2.0	0.0	3.0
DCX_49_61		2.0	1.0	0.0	6.0	12.0	0.0	1.0	1.0	4.0	8.0	0.0	0.0	4.0	5.0	11.0	1.0	1.0	2.0	3.0	7.0	0.0	1.0	3.0	7.0	11.0	0.0	2.0	2.0	6.0	15.0	1.0	2.0	3.0	7.0	11.0	-1.0	2.0	4.0	7.0	13.0	2.0	1.0	2.0	7.0	15.0	-1.0	0.0	2.0	6.0	11.0	0.0	0.0	3.0	6.0	8.0	1.0	1.0	3.0	2.0	7.0
GSUB_61_73		-1.0	3.0	1.0	7.0	14.0	0.0	1.0	4.0	6.0	13.0	1.0	0.0	1.0	6.0	12.0	1.0	2.0	2.0	3.0	12.0	1.0	2.0	5.0	9.0	21.0	3.0	4.0	5.0	9.0	23.0	1.0	1.0	5.0	10.0	19.0	2.0	0.0	5.0	8.0	19.0	2.0	-2.0	5.0	9.0	17.0	0.0	3.0	4.0	11.0	18.0	2.0	2.0	4.0	7.0	15.0	-1.0	2.0	4.0	8.0	13.0
KCNB1_489_501		-2.0	0.0	1.0	2.0	4.0	0.0	0.0	0.0	1.0	5.0	-1.0	2.0	-1.0	1.0	3.0	-1.0	3.0	1.0	1.0	4.0	1.0	0.0	1.0	3.0	4.0	-1.0	1.0	1.0	2.0	5.0	-2.0	1.0	1.0	0.0	5.0	0.0	2.0	0.0	4.0	7.0	1.0	-1.0	1.0	2.0	4.0	1.0	0.0	1.0	2.0	3.0	1.0	2.0	0.0	1.0	7.0	0.0	0.0	1.0	3.0	7.0
MK10_214_226		0.0	0.0	2.0	-1.0	3.0	0.0	-1.0	1.0	2.0	4.0	0.0	1.0	1.0	3.0	4.0	1.0	0.0	2.0	4.0	4.0	0.0	0.0	1.0	2.0	5.0	0.0	0.0	0.0	2.0	3.0	1.0	1.0	1.0	2.0	4.0	0.0	0.0	2.0	2.0	6.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0	3.0	0.0	-1.0	1.0	1.0	5.0	0.0	1.0	1.0	2.0	6.0
NR4A1_344_356		2.0	2.0	5.0	9.0	27.0	1.0	2.0	3.0	9.0	17.0	1.0	1.0	3.0	7.0	17.0	0.0	3.0	3.0	5.0	10.0	2.0	2.0	8.0	15.0	30.0	2.0	2.0	8.0	14.0	29.0	1.0	3.0	5.0	16.0	28.0	2.0	4.0	10.0	13.0	33.0	1.0	3.0	7.0	14.0	29.0	2.0	3.0	6.0	12.0	26.0	1.0	3.0	4.0	13.0	26.0	0.0	3.0	5.0	9.0	19.0
RAF1_253_265		2.0	2.0	7.0	14.0	28.0	1.0	1.0	4.0	6.0	10.0	0.0	3.0	3.0	5.0	11.0	-1.0	0.0	3.0	2.0	10.0	0.0	1.0	3.0	7.0	17.0	1.0	1.0	6.0	10.0	20.0	1.0	1.0	3.0	7.0	20.0	1.0	1.0	4.0	9.0	16.0	2.0	2.0	3.0	10.0	17.0	0.0	3.0	4.0	7.0	12.0	0.0	1.0	4.0	7.0	16.0	1.0	1.0	2.0	6.0	14.0
STMN2_90_102		3.0	5.0	18.0	31.0	67.0	2.0	4.0	6.0	12.0	27.0	3.0	4.0	11.0	26.0	53.0	2.0	1.0	5.0	11.0	21.0	8.0	16.0	45.0	90.0	178.0	10.0	19.0	45.0	97.0	196.0	6.0	12.0	34.0	65.0	132.0	8.0	11.0	26.0	53.0	108.0	8.0	16.0	39.0	77.0	159.0	1.0	7.0	20.0	41.0	83.0	4.0	8.0	21.0	42.0	83.0	5.0	9.0	22.0	40.0	76.0
CGHB_109_121		6.0	14.0	32.0	64.0	127.0	6.0	9.0	25.0	55.0	111.0	5.0	9.0	23.0	44.0	89.0	2.0	4.0	14.0	28.0	62.0	13.0	22.0	66.0	131.0	260.0	21.0	36.0	86.0	175.0	345.0	12.0	25.0	63.0	125.0	246.0	10.0	21.0	51.0	103.0	208.0	10.0	26.0	64.0	135.0	268.0	12.0	25.0	60.0	123.0	244.0	17.0	36.0	91.0	181.0	362.0	7.0	14.0	36.0	78.0	153.0
NCF1_296_308		17.0	36.0	89.0	179.0	351.0	9.0	19.0	47.0	94.0	194.0	8.0	18.0	46.0	96.0	189.0	4.0	8.0	23.0	47.0	97.0	49.0	103.0	249.0	489.0	970.0	49.0	103.0	253.0	501.0	1005.0	46.0	89.0	225.0	443.0	873.0	39.0	82.0	204.0	401.0	809.0	45.0	96.0	231.0	461.0	913.0	26.0	53.0	136.0	274.0	545.0	20.0	43.0	107.0	210.0	426.0	18.0	37.0	96.0	198.0	395.0
VTNC_390_402		24.0	44.0	119.0	237.0	469.0	17.0	30.0	81.0	163.0	315.0	12.0	24.0	59.0	119.0	240.0	7.0	13.0	35.0	68.0	137.0	70.0	130.0	333.0	646.0	1290.0	67.0	138.0	342.0	684.0	1343.0	65.0	126.0	313.0	640.0	1276.0	57.0	118.0	283.0	576.0	1134.0	64.0	132.0	309.0	619.0	1251.0	40.0	73.0	193.0	381.0	769.0	32.0	60.0	146.0	302.0	622.0	25.0	48.0	120.0	248.0	498.0
ADDB_706_718		2.0	3.0	7.0	17.0	40.0	1.0	5.0	8.0	16.0	32.0	1.0	3.0	8.0	15.0	31.0	0.0	3.0	5.0	12.0	21.0	1.0	3.0	12.0	24.0	54.0	2.0	7.0	15.0	29.0	60.0	2.0	3.0	12.0	24.0	53.0	3.0	4.0	11.0	22.0	49.0	2.0	5.0	14.0	27.0	52.0	1.0	3.0	11.0	20.0	41.0	3.0	4.0	13.0	20.0	43.0	2.0	3.0	10.0	16.0	32.0
C1R_201_213		1.0	1.0	0.0	0.0	4.0	0.0	1.0	1.0	4.0	5.0	0.0	2.0	1.0	3.0	4.0	0.0	0.0	1.0	1.0	3.0	-1.0	1.0	2.0	2.0	4.0	2.0	-1.0	1.0	5.0	6.0	0.0	2.0	2.0	2.0	6.0	0.0	1.0	1.0	1.0	4.0	-1.0	1.0	3.0	1.0	4.0	0.0	-1.0	1.0	2.0	1.0	0.0	-2.0	0.0	1.0	4.0	0.0	1.0	3.0	2.0	6.0
ELK1_356_368		-2.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	2.0	3.0	1.0	0.0	1.0	3.0	3.0	0.0	1.0	0.0	2.0	4.0	0.0	0.0	1.0	1.0	2.0	1.0	0.0	-1.0	0.0	-1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	2.0	5.0	0.0	1.0	1.0	0.0	3.0	0.0	-1.0	0.0	2.0	4.0	0.0	0.0	0.0	3.0	3.0	0.0	1.0	0.0	0.0	3.0
GYS2_1_13		1.0	4.0	11.0	18.0	39.0	1.0	4.0	9.0	20.0	41.0	1.0	3.0	5.0	14.0	23.0	0.0	3.0	6.0	10.0	21.0	5.0	6.0	17.0	40.0	77.0	4.0	7.0	18.0	39.0	75.0	6.0	9.0	20.0	41.0	85.0	4.0	8.0	17.0	38.0	73.0	4.0	8.0	20.0	41.0	80.0	2.0	6.0	14.0	31.0	71.0	4.0	8.0	16.0	31.0	69.0	3.0	4.0	13.0	29.0	64.0
KIF11_919_931		0.0	0.0	2.0	1.0	5.0	0.0	0.0	1.0	3.0	5.0	-2.0	0.0	0.0	2.0	3.0	1.0	-1.0	2.0	3.0	4.0	0.0	-2.0	1.0	3.0	5.0	1.0	1.0	1.0	3.0	2.0	0.0	2.0	3.0	4.0	4.0	0.0	1.0	3.0	3.0	4.0	0.0	0.0	0.0	1.0	1.0	-1.0	1.0	1.0	1.0	5.0	1.0	1.0	-1.0	2.0	3.0	0.0	0.0	3.0	0.0	6.0
MP2K1_281_293		0.0	0.0	2.0	3.0	3.0	0.0	0.0	1.0	1.0	4.0	0.0	0.0	2.0	3.0	4.0	1.0	1.0	1.0	0.0	2.0	0.0	-1.0	1.0	3.0	3.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	2.0	1.0	4.0	2.0	1.0	0.0	1.0	1.0	1.0	-1.0	1.0	3.0	1.0	0.0	-1.0	0.0	3.0	2.0	-1.0	1.0	1.0	1.0	5.0	0.0	-1.0	2.0	1.0	4.0
NTRK3_824_836		0.0	0.0	3.0	3.0	7.0	-1.0	-1.0	3.0	3.0	6.0	0.0	0.0	2.0	5.0	6.0	-1.0	0.0	1.0	1.0	4.0	1.0	2.0	1.0	2.0	3.0	0.0	-1.0	1.0	2.0	3.0	-1.0	-1.0	0.0	3.0	2.0	1.0	1.0	1.0	3.0	8.0	0.0	-1.0	2.0	2.0	6.0	-1.0	2.0	0.0	1.0	3.0	1.0	0.0	2.0	2.0	5.0	-1.0	2.0	1.0	5.0	7.0
RAP1B_172_184		-1.0	3.0	4.0	12.0	22.0	2.0	2.0	4.0	10.0	17.0	0.0	2.0	6.0	9.0	19.0	1.0	2.0	4.0	5.0	12.0	3.0	4.0	11.0	21.0	40.0	1.0	3.0	9.0	21.0	37.0	2.0	3.0	8.0	16.0	32.0	2.0	1.0	9.0	19.0	33.0	2.0	2.0	9.0	18.0	37.0	4.0	1.0	7.0	14.0	28.0	2.0	1.0	7.0	14.0	26.0	1.0	2.0	5.0	9.0	21.0
TAU_524_536		1.0	0.0	0.0	4.0	5.0	0.0	2.0	0.0	1.0	3.0	0.0	0.0	2.0	3.0	5.0	0.0	1.0	2.0	3.0	6.0	2.0	0.0	1.0	1.0	5.0	1.0	-1.0	1.0	3.0	9.0	0.0	1.0	4.0	4.0	8.0	0.0	1.0	1.0	4.0	7.0	1.0	2.0	0.0	2.0	0.0	-1.0	0.0	1.0	0.0	5.0	0.0	-1.0	0.0	1.0	4.0	2.0	0.0	3.0	5.0	9.0
CREB1_126_138		23.0	46.0	121.0	228.0	467.0	14.0	32.0	76.0	154.0	303.0	14.0	24.0	64.0	130.0	258.0	5.0	13.0	37.0	73.0	144.0	71.0	138.0	353.0	689.0	1352.0	68.0	136.0	333.0	669.0	1323.0	67.0	132.0	331.0	653.0	1307.0	58.0	117.0	284.0	561.0	1116.0	65.0	129.0	319.0	651.0	1294.0	37.0	80.0	196.0	402.0	792.0	41.0	82.0	209.0	414.0	812.0	30.0	58.0	148.0	304.0	597.0
NCF1_321_333		17.0	35.0	90.0	171.0	354.0	9.0	22.0	48.0	106.0	211.0	10.0	22.0	53.0	105.0	222.0	6.0	10.0	26.0	54.0	109.0	56.0	109.0	283.0	568.0	1116.0	59.0	116.0	291.0	580.0	1162.0	53.0	103.0	269.0	521.0	1048.0	40.0	80.0	210.0	416.0	833.0	48.0	101.0	249.0	503.0	995.0	32.0	62.0	149.0	297.0	604.0	31.0	63.0	154.0	305.0	622.0	18.0	37.0	96.0	195.0	389.0
